dataset,classifier,seed,split,inverted,k,subset,macro_f1,accuracy,dimensions,fit_seconds
KTHTIPS2b,svm,42,official1_inverted,1,2,glcm+resnet50,0.8847010385509346,0.8855218855218855,2066,1.1231681529999946
KTHTIPS2b,svm,42,official1_inverted,1,2,glcm+siglip_base,0.954640143264703,0.9545454545454546,786,1.1233865899999955
KTHTIPS2b,svm,42,official1_inverted,1,2,glcm+swin_t,0.9267405704611652,0.9267676767676768,786,1.0354159620000019
KTHTIPS2b,svm,42,official1_inverted,1,2,glcm+swinv2_base,0.9110864209590143,0.9116161616161617,1042,1.372336540000049
KTHTIPS2b,svm,42,official1_inverted,1,2,glcm+vgg16,0.832551962616045,0.8324915824915825,4114,0.7876462140000058
KTHTIPS2b,svm,42,official1_inverted,1,2,glcm+vit_b16,0.9179563912699407,0.9208754208754208,786,1.0454922860000124
KTHTIPS2b,svm,42,official1_inverted,1,2,hog+lbp,0.5987344722901465,0.6102693602693603,1818,5.245503852000013
KTHTIPS2b,svm,42,official1_inverted,1,2,hog+mae_base,0.8908147124609646,0.8939393939393939,2532,5.26583527400004
KTHTIPS2b,svm,42,official1_inverted,1,2,hog+resnet101,0.9559001412913424,0.9562289562289562,3812,2.0432334779999906
KTHTIPS2b,svm,42,official1_inverted,1,2,hog+resnet50,0.8879680481118307,0.8880471380471381,3812,2.0006877659999986
KTHTIPS2b,svm,42,official1_inverted,1,2,hog+siglip_base,0.9584982434572988,0.9587542087542088,2532,3.8168459099999836
KTHTIPS2b,svm,42,official1_inverted,1,2,hog+swin_t,0.9286522837831995,0.9284511784511784,2532,3.4442260269999565
KTHTIPS2b,svm,42,official1_inverted,1,2,hog+swinv2_base,0.9102909868567952,0.9107744107744108,2788,3.6763293060000137
KTHTIPS2b,svm,42,official1_inverted,1,2,hog+vgg16,0.8326563185487248,0.8324915824915825,5860,2.0161630869999954
KTHTIPS2b,svm,42,official1_inverted,1,2,hog+vit_b16,0.924561480046579,0.9267676767676768,2532,3.4900852590000113
KTHTIPS2b,svm,42,official1_inverted,1,2,lbp+mae_base,0.9158002879796033,0.9183501683501684,822,1.5720990209999854
KTHTIPS2b,svm,42,official1_inverted,1,2,lbp+resnet101,0.9626590750613387,0.9629629629629629,2102,1.3958599239999785
KTHTIPS2b,svm,42,official1_inverted,1,2,lbp+resnet50,0.8817896333961042,0.882996632996633,2102,1.1690011550000463
KTHTIPS2b,svm,42,official1_inverted,1,2,lbp+siglip_base,0.9561450376538829,0.9562289562289562,822,1.151463308000018
KTHTIPS2b,svm,42,official1_inverted,1,2,lbp+swin_t,0.9258950525463926,0.9259259259259259,822,1.0747102490000202
KTHTIPS2b,svm,42,official1_inverted,1,2,lbp+swinv2_base,0.91270882553178,0.9132996632996633,1078,1.402706486999989
KTHTIPS2b,svm,42,official1_inverted,1,2,lbp+vgg16,0.8324836308249868,0.8324915824915825,4150,0.8335511750000251
KTHTIPS2b,svm,42,official1_inverted,1,2,lbp+vit_b16,0.9198253437065802,0.9225589225589226,822,1.1050997259999917
KTHTIPS2b,svm,42,official1_inverted,1,2,mae_base+resnet101,0.9425006042848213,0.9427609427609428,2816,2.487243415000023
KTHTIPS2b,svm,42,official1_inverted,1,2,mae_base+resnet50,0.8664602563372262,0.8678451178451179,2816,2.302342570999997
KTHTIPS2b,svm,42,official1_inverted,1,2,mae_base+siglip_base,0.9483806656131364,0.9486531986531986,1536,2.2530672380000283
KTHTIPS2b,svm,42,official1_inverted,1,2,mae_base+swin_t,0.9247323701400751,0.9242424242424242,1536,2.096065597000006
KTHTIPS2b,svm,42,official1_inverted,1,2,mae_base+swinv2_base,0.9097159002502351,0.9090909090909091,1792,2.271182735000025
KTHTIPS2b,svm,42,official1_inverted,1,2,mae_base+vgg16,0.8328644400511093,0.835016835016835,4864,1.303329151000014
KTHTIPS2b,svm,42,official1_inverted,1,2,mae_base+vit_b16,0.9224002254204251,0.9250841750841751,1536,2.0869759340000087
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet101+resnet50,0.954013279415605,0.9537037037037037,4096,1.1294100860000071
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet101+siglip_base,0.9747987951950272,0.9747474747474747,2816,2.178586805000009
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet101+swin_t,0.9483174223127316,0.9486531986531986,2816,1.973370971999998
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet101+swinv2_base,0.9431767493561293,0.9436026936026936,3072,2.355888063000009
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet101+vgg16,0.9063030561462888,0.9065656565656566,6144,1.2511165299999902
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet101+vit_b16,0.9442269113496135,0.9452861952861953,2816,1.9414983289999554
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet50+siglip_base,0.9449630741882097,0.9452861952861953,2816,1.8943705080000086
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet50+swin_t,0.9230436943981569,0.9234006734006734,2816,1.827621984000018
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet50+swinv2_base,0.91398696733089,0.914983164983165,3072,2.1469955270000014
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet50+vgg16,0.8816848249478664,0.8796296296296297,6144,1.15342199600002
KTHTIPS2b,svm,42,official1_inverted,1,2,resnet50+vit_b16,0.9095899219492033,0.9107744107744108,2816,1.8073859989999619
KTHTIPS2b,svm,42,official1_inverted,1,2,siglip_base+swin_t,0.9534103125687152,0.9537037037037037,1536,1.8421461390000218
KTHTIPS2b,svm,42,official1_inverted,1,2,siglip_base+swinv2_base,0.9485733439974442,0.9486531986531986,1792,2.176590666999971
KTHTIPS2b,svm,42,official1_inverted,1,2,siglip_base+vgg16,0.9117431044837212,0.914983164983165,4864,1.1972072009999692
KTHTIPS2b,svm,42,official1_inverted,1,2,siglip_base+vit_b16,0.9421816473104007,0.9436026936026936,1536,1.81277899600002
KTHTIPS2b,svm,42,official1_inverted,1,2,swin_t+swinv2_base,0.9333899905011936,0.9343434343434344,1792,2.1614595440000244
KTHTIPS2b,svm,42,official1_inverted,1,2,swin_t+vgg16,0.9082804126574202,0.9090909090909091,4864,1.0755153059999998
KTHTIPS2b,svm,42,official1_inverted,1,2,swin_t+vit_b16,0.9346866840288315,0.936026936026936,1536,1.7897103739999807
KTHTIPS2b,svm,42,official1_inverted,1,2,swinv2_base+vgg16,0.8980922282211165,0.8998316498316499,5120,1.2898503599999458
KTHTIPS2b,svm,42,official1_inverted,1,2,swinv2_base+vit_b16,0.9272589845067284,0.9284511784511784,1792,2.126410983000028
KTHTIPS2b,svm,42,official1_inverted,1,2,vgg16+vit_b16,0.8770482175870465,0.8897306397306397,4864,1.0924380150000275
KTHTIPS2b,svm,42,official2_inverted,1,1,beitv2_base,0.9039989015967734,0.9107744107744108,768,0.7929921850000028
KTHTIPS2b,svm,42,official2_inverted,1,1,convnext_v2_t,0.8174353703501396,0.8324915824915825,768,0.8803057009999975
KTHTIPS2b,svm,42,official2_inverted,1,1,deit_s,0.8553808288378707,0.8703703703703703,384,0.43511077400000886
KTHTIPS2b,svm,42,official2_inverted,1,1,densenet121,0.8719896744728589,0.8754208754208754,1024,1.1784444729999564
KTHTIPS2b,svm,42,official2_inverted,1,1,dinov2,0.9032992169878711,0.9183501683501684,768,0.832518618999984
KTHTIPS2b,svm,42,official2_inverted,1,1,dinov2_large,0.8939641359822676,0.9158249158249159,1024,1.1225663540000141
KTHTIPS2b,svm,42,official2_inverted,1,1,dinov2_small,0.8866700993622768,0.8922558922558923,384,0.3753829919999703
KTHTIPS2b,svm,42,official2_inverted,1,1,drlbp,0.3414298586278585,0.37457912457912457,80,0.09915320200002498
KTHTIPS2b,svm,42,official2_inverted,1,1,efficientnet_b0,0.8186218241586097,0.8425925925925926,1280,1.5352117829999656
KTHTIPS2b,svm,42,official2_inverted,1,1,eva02_base,0.9085897645836497,0.9107744107744108,768,0.8772477269999968
KTHTIPS2b,svm,42,official2_inverted,1,1,gabor,0.4131090733448472,0.4663299663299663,48,0.10677922399997897
KTHTIPS2b,svm,42,official2_inverted,1,1,glcm,0.24339136956430174,0.32154882154882153,18,0.031661654999993516
KTHTIPS2b,svm,42,official2_inverted,1,1,hog,0.39176259677899294,0.4090909090909091,1764,5.144211996000024
KTHTIPS2b,svm,42,official2_inverted,1,1,lbp,0.5853709734336723,0.6245791245791246,54,0.12996143200001598
KTHTIPS2b,svm,42,official2_inverted,1,1,mae_base,0.7786980926160073,0.8148148148148148,768,1.2919378390000134
KTHTIPS2b,svm,42,official2_inverted,1,1,resnet101,0.8174014683467298,0.8367003367003367,2048,1.0916761410000504
KTHTIPS2b,svm,42,official2_inverted,1,1,resnet50,0.82865670387142,0.851010101010101,2048,0.902654627000004
KTHTIPS2b,svm,42,official2_inverted,1,1,siglip_base,0.8684784154413552,0.8737373737373737,768,1.0357859740000208
KTHTIPS2b,svm,42,official2_inverted,1,1,swin_t,0.8292788738782568,0.8425925925925926,768,0.8580819570000244
KTHTIPS2b,svm,42,official2_inverted,1,1,swinv2_base,0.796483760532037,0.8097643097643098,1024,1.207469360999994
KTHTIPS2b,svm,42,official2_inverted,1,1,vgg16,0.8252607766159098,0.8543771043771043,4096,0.6480198639999912
KTHTIPS2b,svm,42,official2_inverted,1,1,vit_b16,0.8604108055852966,0.8703703703703703,768,0.8617808450000553
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+convnext_v2_t,0.8888064280062384,0.8930976430976431,1536,1.7890237020000086
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+deit_s,0.91251713111972,0.9175084175084175,1152,1.2825429869999994
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+densenet121,0.9173512669420777,0.92003367003367,1792,1.9390059290000181
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+dinov2,0.9101896114607279,0.92003367003367,1536,1.68015355
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+dinov2_large,0.9070657173987778,0.9208754208754208,1792,2.068388282000001
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+dinov2_small,0.8945472457603959,0.9015151515151515,1152,1.293120958999964
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+drlbp,0.9019869923299745,0.9082491582491582,848,1.0333316420000074
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+efficientnet_b0,0.9175783384890775,0.9191919191919192,2048,2.360856556999977
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+eva02_base,0.9189090132815818,0.9234006734006734,1536,1.6819592040000089
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+gabor,0.9039989015967734,0.9107744107744108,816,1.0123296859999869
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+glcm,0.903287258390046,0.9099326599326599,786,0.9813161270000137
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+hog,0.903500990098483,0.9107744107744108,2532,3.0385264889999917
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+lbp,0.9005106933228948,0.9082491582491582,822,1.0486277950000158
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+mae_base,0.8996873622321453,0.9065656565656566,1536,1.9110267859999794
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+resnet101,0.8961125917802293,0.8998316498316499,2816,2.048110436999991
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+resnet50,0.9052603628366543,0.9099326599326599,2816,1.7590745339999785
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+siglip_base,0.9098807478590971,0.9175084175084175,1536,1.702084990000003
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+swin_t,0.8960543207861495,0.9006734006734006,1536,1.795610952000004
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+swinv2_base,0.8950268269622961,0.9006734006734006,1792,2.1870697830000267
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+vgg16,0.9113315978248412,0.9166666666666666,4864,1.0151749599999675
KTHTIPS2b,svm,42,official2_inverted,1,2,beitv2_base+vit_b16,0.8945760015492804,0.9040404040404041,1536,1.7787358069999755
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+deit_s,0.837196924623984,0.8501683501683501,1152,1.3720801719999827
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+densenet121,0.8408713568118771,0.8476430976430976,1792,1.9403777140000216
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+dinov2,0.895110542096807,0.9057239057239057,1536,1.814018514000054
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+dinov2_large,0.9039642375545405,0.9183501683501684,1792,2.1363574299999755
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+dinov2_small,0.8443881356064641,0.8552188552188552,1152,1.2955722780000087
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+drlbp,0.8169109226221998,0.82996632996633,848,1.007385953000039
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+efficientnet_b0,0.8173294292011871,0.8383838383838383,2048,2.4732551509999894
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+eva02_base,0.8856510538436688,0.8897306397306397,1536,1.8154470700000047
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+gabor,0.8248808491502061,0.8375420875420876,816,1.0251716410000427
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+glcm,0.8185923745677924,0.8333333333333334,786,0.9649537709999549
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+hog,0.8160965271583371,0.8316498316498316,2532,3.236293412000009
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+lbp,0.818869144100913,0.8324915824915825,822,1.0029402289999325
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+mae_base,0.8109423735028841,0.8308080808080808,1536,2.013481060999993
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+resnet101,0.8175170099660606,0.8341750841750841,2816,2.020855697000002
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+resnet50,0.8409650624770015,0.8543771043771043,2816,1.7725557580000668
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+siglip_base,0.8342578202599207,0.8484848484848485,1536,1.7447566339999412
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+swin_t,0.841991581334532,0.8526936026936027,1536,1.7950201740000011
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+swinv2_base,0.815364936725279,0.8274410774410774,1792,2.1718424469999036
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+vgg16,0.8180110082902384,0.8375420875420876,4864,1.0600442869999824
KTHTIPS2b,svm,42,official2_inverted,1,2,convnext_v2_t+vit_b16,0.8722328925077661,0.8787878787878788,1536,1.795489052999983
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+densenet121,0.872171131640838,0.877104377104377,1408,1.493857276999961
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+dinov2,0.9118636145711979,0.9234006734006734,1152,1.252323421999904
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+dinov2_large,0.9106414680115736,0.9242424242424242,1408,1.6116865269999607
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+dinov2_small,0.907447687569274,0.9116161616161617,768,0.8490028040000652
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+drlbp,0.8620375567912159,0.8754208754208754,464,0.5278709469999967
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+efficientnet_b0,0.8446596291426819,0.8720538720538721,1664,1.9132471760000271
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+eva02_base,0.9257248813361493,0.9267676767676768,1152,1.282420524000031
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+gabor,0.8554631723398067,0.8720538720538721,432,0.5459629419999601
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+glcm,0.8621248126411681,0.8779461279461279,402,0.49005105699995966
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+hog,0.8565142452059675,0.872895622895623,2148,2.997651692999966
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+lbp,0.8440904028650155,0.8594276094276094,438,0.5495563739999625
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+mae_base,0.835963925432539,0.8543771043771043,1152,1.5791520170000695
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+resnet101,0.8637351416886664,0.8872053872053872,2432,1.532062169000028
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+resnet50,0.869161930844917,0.8905723905723906,2432,1.3498780150000584
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+siglip_base,0.9190827470062999,0.92003367003367,1152,1.3481769369999483
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+swin_t,0.8594961271307097,0.8703703703703703,1152,1.298067962999994
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+swinv2_base,0.8519614523603486,0.8644781144781145,1408,1.6022809710000274
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+vgg16,0.8642937206262915,0.8872053872053872,4480,0.8366363310000224
KTHTIPS2b,svm,42,official2_inverted,1,2,deit_s+vit_b16,0.887828231729319,0.8914141414141414,1152,1.2801093890000175
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+dinov2,0.9133780545890811,0.9225589225589226,1792,1.8707296900000756
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+dinov2_large,0.925919427345677,0.9343434343434344,2048,2.2315330750000157
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+dinov2_small,0.9062183815042065,0.9065656565656566,1408,1.4675681680000707
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+drlbp,0.8671030274332825,0.8703703703703703,1104,1.3480660999999827
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+efficientnet_b0,0.8315780856020055,0.8552188552188552,2304,2.5625716199999715
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+eva02_base,0.9176966406558694,0.9191919191919192,1792,1.8755094769999232
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+gabor,0.8717477474336579,0.8754208754208754,1072,1.3823773950000486
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+glcm,0.8683904812942469,0.872895622895623,1042,1.3219066720000683
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+hog,0.8572005512645015,0.8653198653198653,2788,3.7612479050000047
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+lbp,0.8547120473121971,0.8594276094276094,1078,1.3684835259999772
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+mae_base,0.8641459858471925,0.8695286195286195,1792,2.359940415999972
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+resnet101,0.8577280235086384,0.8754208754208754,3072,2.267161165999937
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+resnet50,0.8668164244667081,0.8762626262626263,3072,2.149457484000095
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+siglip_base,0.9038326371568924,0.9048821548821548,1792,2.1761190409999926
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+swin_t,0.8433208627715836,0.8560606060606061,1792,2.0061134159999483
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+swinv2_base,0.8526895327199696,0.8585858585858586,2048,2.2492487899999105
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+vgg16,0.8437076373847616,0.8653198653198653,5120,1.2236439140000357
KTHTIPS2b,svm,42,official2_inverted,1,2,densenet121+vit_b16,0.8965922335182296,0.8973063973063973,1792,2.0026625649999232
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+dinov2_large,0.8966010638983776,0.9166666666666666,1792,2.128368511000076
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+dinov2_small,0.9094123470165361,0.9217171717171717,1152,1.2467842040000505
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+drlbp,0.8950594830162967,0.9141414141414141,848,0.98195083600001
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+efficientnet_b0,0.9164572199401231,0.9225589225589226,2048,2.451738937000073
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+eva02_base,0.9344069090894163,0.9402356902356902,1536,1.5887728099999094
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+gabor,0.9047053649265152,0.9191919191919192,816,0.9474769500000093
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+glcm,0.9010340237969903,0.9166666666666666,786,0.9347502599999871
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+hog,0.9044971304248793,0.9191919191919192,2532,2.978317479999987
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+lbp,0.8949725495197923,0.9124579124579124,822,0.954257388999963
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+mae_base,0.8950038025248034,0.9141414141414141,1536,1.923580793000042
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+resnet101,0.8927637644821619,0.9065656565656566,2816,1.9147382379999272
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+resnet50,0.8941560885724648,0.9065656565656566,2816,1.6827163130000145
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+siglip_base,0.9041271130959103,0.9191919191919192,1536,1.6452862959999948
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+swin_t,0.8859897581627529,0.8998316498316499,1536,1.7682474069999898
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+swinv2_base,0.8807307523609231,0.8964646464646465,1792,2.077215798999987
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+vgg16,0.8996602989223287,0.914983164983165,4864,1.0324461449999944
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2+vit_b16,0.8811747592131755,0.9015151515151515,1536,1.835260188999996
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+dinov2_small,0.8997743435130539,0.9175084175084175,1408,1.6448213260000557
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+drlbp,0.8884861604080375,0.9124579124579124,1104,1.2674483150000242
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+efficientnet_b0,0.9267382929004024,0.9343434343434344,2304,2.776696525000034
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+eva02_base,0.9401764370300622,0.9452861952861953,1792,1.9976229559999865
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+gabor,0.9017968461073139,0.92003367003367,1072,1.271035012000084
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+glcm,0.890675136818183,0.9141414141414141,1042,1.2517675999999938
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+hog,0.8955740139338212,0.9166666666666666,2788,3.3430617909999683
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+lbp,0.8889947223922843,0.9132996632996633,1078,1.3135467439999502
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+mae_base,0.8923313888871734,0.914983164983165,1792,2.1057557330000236
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+resnet101,0.8906562581946108,0.9116161616161617,3072,2.3430557579999913
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+resnet50,0.9076996142799648,0.9234006734006734,3072,2.0421825160000253
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+siglip_base,0.8931223670984881,0.914983164983165,1792,1.9773577029999387
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+swin_t,0.9035700225502261,0.92003367003367,1792,2.18342274500003
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+swinv2_base,0.8916556988679205,0.9124579124579124,2048,2.522023408999985
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+vgg16,0.8991819352923713,0.9166666666666666,5120,1.2004661009999609
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_large+vit_b16,0.8864476968358326,0.9116161616161617,1792,2.1109513449999895
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+drlbp,0.8836186747871989,0.8897306397306397,464,0.4892744370000628
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+efficientnet_b0,0.8491377860477474,0.8720538720538721,1664,1.9382028239999727
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+eva02_base,0.9359670762317385,0.9368686868686869,1152,1.2254008110000996
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+gabor,0.8961722999980924,0.9006734006734006,432,0.527099862
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+glcm,0.8924839952740659,0.8973063973063973,402,0.4663895800000546
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+hog,0.8888246588617483,0.8947811447811448,2148,2.620456544000035
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+lbp,0.8727727358196217,0.8796296296296297,438,0.5102579470000137
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+mae_base,0.89581825382534,0.9015151515151515,1152,1.4412654459999885
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+resnet101,0.8271452494763348,0.8459595959595959,2432,1.489583160000052
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+resnet50,0.871702160678656,0.8821548821548821,2432,1.3211763860000474
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+siglip_base,0.9036585973033272,0.9107744107744108,1152,1.2847075810000206
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+swin_t,0.862871907066873,0.8737373737373737,1152,1.315176117999954
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+swinv2_base,0.8270337054024779,0.8383838383838383,1408,1.6747036730000673
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+vgg16,0.8640159040024312,0.8745791245791246,4480,0.7835456499999509
KTHTIPS2b,svm,42,official2_inverted,1,2,dinov2_small+vit_b16,0.8656882090870074,0.8779461279461279,1152,1.275894937999965
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+efficientnet_b0,0.8193160937107464,0.8442760942760943,1360,1.807801726999969
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+eva02_base,0.9078341006495587,0.9099326599326599,848,1.0521790159999682
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+gabor,0.5047448996234922,0.5311447811447811,128,0.19118215299999974
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+glcm,0.4138178431020863,0.45286195286195285,98,0.13318990800007668
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+hog,0.4641641737863404,0.4781144781144781,1844,5.513985749000085
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+lbp,0.6057038165313684,0.6355218855218855,134,0.22085329099991213
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+mae_base,0.7483482030085231,0.7878787878787878,848,1.3756198559999575
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+resnet101,0.8030047680772888,0.8232323232323232,2128,1.3080970500000149
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+resnet50,0.8073818111470016,0.8308080808080808,2128,1.1527794009999752
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+siglip_base,0.8562585957474874,0.8636363636363636,848,1.1193502560000752
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+swin_t,0.8199557595551052,0.835016835016835,848,0.9659062469999071
KTHTIPS2b,svm,42,official2_inverted,1,2,drlbp+swinv2_base,0.7954569057326574,0.8080808080808081,1104,1.4065489299999854
