Data-set,GFS,Top-k,Completa,Individual,Homogenea
CUReT,0.998485388453,0.997950819672,0.999109052031,0.996347113329,0.998663578047
DTD,0.868430851064,0.868670212766,0.863882978723,0.842393617021,0.862154255319
FMD,0.9775,0.9795,0.959,0.970166666667,0.9775
Outex,0.940441176471,0.947794117647,0.940441176471,0.9125,0.929411764706
