dataset,classifier,method,dimensions_mean,fit_seconds_mean
KTHTIPS2b,resmlp,best_homogeneous_transformer,960.0,2.7384186875000296
KTHTIPS2b,resmlp,best_individual,1088.0,2.5946047772500833
KTHTIPS2b,resmlp,full_concat,19884.0,14.920831423000038
KTHTIPS2b,resmlp,gfs,1280.0,2.9429462840000156
KTHTIPS2b,svm,best_homogeneous_transformer,960.0,0.2906259502500177
KTHTIPS2b,svm,best_individual,768.0,0.2705009394999891
KTHTIPS2b,svm,full_concat,19884.0,5.713639261499985
KTHTIPS2b,svm,gfs,960.0,0.2847106855000092
