Data-set,GFS,Top-k,Completa,Individual,Homogenea
CUReT-RESMLP,0.998039577527,0.998574314809,0.999287157405,0.997143208884,0.998217788176
CUReT-SVM,0.998752399067,0.998930736107,0.998932653468,0.994838579859,0.998930609716
DTD-RESMLP,0.865958426406,0.864783707945,0.860818752126,0.837326573048,0.861083332101
DTD-SVM,0.869411110191,0.868392429827,0.862927456713,0.842574797660,0.860619837751
FMD-RESMLP,0.978260006320,0.975267882322,0.951825321203,0.969001581398,0.977280796849
FMD-SVM,0.976586982805,0.981953943010,0.964427030674,0.972639114246,0.978896469111
Outex-RESMLP,0.971516437149,0.960659391348,0.953669175343,0.947595424787,0.930556889069
Outex-SVM,0.961004794401,0.944117126327,0.967391548003,0.906611752191,0.930749902089
