dataset,classifier,seed,outer_fold,run_mode,method,macro_f1,accuracy,k,dimensions,fit_seconds,selected,inner_f1
DTD,resmlp,42,0,full,best_individual,0.8335000064458833,0.8351063829787234,1,768,2.2101866929997414,siglip_base,0.829623841398585
DTD,resmlp,42,0,full,full_concat,0.8648814960802628,0.8654255319148936,21,19884,5.426697974000035,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16+rgb_ngram_svd,
DTD,resmlp,42,0,full,gfs,0.867949073332511,0.8691489361702127,5,3632,1.1924934930002564,siglip_base+dinov2_large+eva02_base+densenet121+gabor,0.8621450712270924
DTD,resmlp,42,0,full,homogeneous,0.8629873610237014,0.8638297872340426,3,2176,3.9328474010003447,siglip_base+dinov2_large+dinov2_small,0.8492109749307291
DTD,svm,42,0,full,best_individual,0.8401804503479369,0.8425531914893617,1,768,7.926601427999685,siglip_base,0.8323869270612757
DTD,svm,42,0,full,full_concat,0.8661126407890085,0.8670212765957447,21,19884,137.18521384999983,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16+rgb_ngram_svd,
DTD,svm,42,0,full,gfs,0.8806984863760254,0.8819148936170212,5,4352,22.068866626999807,siglip_base+dinov2_large+eva02_base+densenet121+dinov2,0.8636808215533234
DTD,svm,42,0,full,homogeneous,0.8643807002996545,0.8659574468085106,4,2944,35.12777782499961,siglip_base+dinov2_large+dinov2_small+mae_base,0.8515030702044784
DTD,resmlp,42,1,full,best_individual,0.8445083236095535,0.8436170212765958,1,768,2.5401844739999437,siglip_base,0.8273632162824824
DTD,resmlp,42,1,full,full_concat,0.8663928222639437,0.8675531914893617,21,19884,6.918260390999421,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16+rgb_ngram_svd,
DTD,resmlp,42,1,full,gfs,0.8676177034995756,0.8691489361702127,8,5862,6.678970412000126,siglip_base+dinov2+resnet50+dinov2_large+eva02_base+lbp+deit_s+gabor,0.8621098165118135
DTD,resmlp,42,1,full,homogeneous,0.8595302121981067,0.8611702127659574,4,3328,3.169479137000053,siglip_base+dinov2+mae_base+dinov2_large,0.854099324991923
DTD,resmlp,42,2,full,best_individual,0.8366074150825067,0.8367021276595744,1,768,1.5764299040001788,siglip_base,0.8306474074939894
DTD,resmlp,42,2,full,full_concat,0.8665003176915442,0.8664893617021276,21,19884,6.372019473999899,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16+rgb_ngram_svd,
DTD,resmlp,42,2,full,gfs,0.8701172782843075,0.8696808510638298,6,5430,4.0424368590011,siglip_base+dinov2_large+resnet50+lbp+eva02_base+swin_t,0.8676695385517351
DTD,resmlp,42,2,full,homogeneous,0.8671941503755386,0.8675531914893617,4,2944,1.8784435380002835,siglip_base+dinov2_large+dinov2_small+mae_base,0.8537439355823678
DTD,svm,42,1,full,best_individual,0.8482174614162562,0.85,1,768,7.544544341999426,siglip_base,0.835883757300428
