Data-set,GFS,Top-k,Completa,Individual,Homogenea
CUReT-RESMLP,0.998039914469,0.996970776907,0.998752672844,0.997148966500,0.998218104063
CUReT-SVM,0.998752672844,0.998930862438,0.999109052031,0.994832501782,0.998930862438
DTD-RESMLP,0.867872340426,0.867606382979,0.861808510638,0.838244680851,0.862553191489
DTD-SVM,0.870744680851,0.869734042553,0.866276595745,0.844787234043,0.862287234043
FMD-RESMLP,0.978333333333,0.977000000000,0.957333333333,0.969000000000,0.977333333333
FMD-SVM,0.976666666667,0.982000000000,0.964333333333,0.972666666667,0.979000000000
Outex-RESMLP,0.942647058824,0.944117647059,0.954411764706,0.922058823529,0.933823529412
Outex-SVM,0.942647058824,0.951470588235,0.957352941176,0.910294117647,0.932352941176
