Data-set,GFS,Top-k,Completa,Individual,Homogenea
CUReT,0.998396293656,0.997950819672,0.998930862438,0.995990734141,0.998574483250
DTD,0.869308510638,0.868670212766,0.864042553191,0.841515957447,0.862420212766
FMD,0.977500000000,0.979500000000,0.960833333333,0.970833333333,0.978166666667
Outex,0.942647058824,0.947794117647,0.955882352941,0.916176470588,0.933088235294
