dataset,classifier,seed,outer_fold,method,selected,n_test,accuracy,balanced_accuracy,precision_macro,recall_macro,macro_f1,roc_auc_ovr_macro,fit_predict_seconds,archived_accuracy,archived_macro_f1,delta_accuracy_vs_archive,delta_macro_f1_vs_archive
DTD,resmlp,42,6,best_individual,siglip_base,1880,0.851063829787234,0.8510638297872342,0.8576828696566833,0.8510638297872342,0.8509502948501377,0.9910678769657725,4.723201789000086,0.8468085106382979,0.8459125939220944,0.004255319148936176,0.005037700928043343
DTD,resmlp,42,6,full_concat,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16,1880,0.8654255319148936,0.8654255319148936,0.8684528481957022,0.8654255319148936,0.8639451405712092,0.9918351063829786,58.555168632999994,0.8691489361702127,0.8684482749235333,-0.0037234042553191404,-0.0045031343523240785
DTD,resmlp,42,6,gfs,siglip_base+dinov2+resnet50+dinov2_large+eva02_base+densenet121,1880,0.8829787234042553,0.8829787234042553,0.8838867967584182,0.8829787234042553,0.8814631735535671,0.9933840194264568,12.631189493999955,0.8840425531914894,0.8830313341248496,-0.0010638297872340718,-0.0015681605712825064
DTD,resmlp,42,6,topk_individual,siglip_base+dinov2_large+dinov2+dinov2_small+eva02_base+convnext_v2_t,1880,0.8819148936170212,0.8819148936170215,0.8836078010889094,0.8819148936170215,0.881028677567632,0.9938576838575394,9.490320609000037,0.8819148936170212,0.881028677567632,0.0,0.0
DTD,resmlp,42,7,best_homogeneous_self_supervised,siglip_base+dinov2_large+dinov2_small+mae_base,1880,0.8526595744680852,0.852659574468085,0.8521444398588438,0.852659574468085,0.8508306442031287,0.9905827937095282,16.084296261999953,0.8569148936170212,0.8552178192396458,-0.004255319148936065,-0.004387175036517088
DTD,resmlp,42,7,best_individual,siglip_base,1880,0.8367021276595744,0.8367021276595746,0.8360639924607486,0.8367021276595746,0.8346429869499467,0.9881779024051803,7.036056798999994,0.8404255319148937,0.8385386813818707,-0.0037234042553192515,-0.003895694431924057
DTD,resmlp,42,7,full_concat,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16,1880,0.8393617021276596,0.8393617021276596,0.8382499859537376,0.8393617021276596,0.8366153077990035,0.9909444380203516,53.11027938500001,0.8430851063829787,0.8406289663219472,-0.0037234042553191404,-0.004013658522943664
DTD,resmlp,42,7,gfs,siglip_base+dinov2_large+eva02_base+dinov2_small+swin_t+glcm+vit_b16,1880,0.8457446808510638,0.8457446808510638,0.8460617551558355,0.8457446808510638,0.8433051892789962,0.9910031221091582,8.502540257999954,0.8531914893617021,0.8512886544377756,-0.007446808510638281,-0.007983465158779346
DTD,resmlp,42,7,topk_individual,siglip_base+dinov2_large+dinov2+dinov2_small+eva02_base+convnext_v2_t+resnet101,1880,0.8617021276595744,0.8617021276595743,0.8621463482856526,0.8617021276595743,0.8591910045708782,0.9908655180388527,19.174163905,0.8617021276595744,0.8591910045708782,0.0,0.0
DTD,resmlp,42,8,best_homogeneous_self_supervised,siglip_base+dinov2_large+dinov2_small,1880,0.8622340425531915,0.8622340425531915,0.8649406046311446,0.8622340425531915,0.8614122700819112,0.9923123843663277,13.534039947999986,0.8643617021276596,0.863390352197988,-0.0021276595744681437,-0.0019780821160767514
DTD,resmlp,42,8,best_individual,siglip_base,1880,0.8329787234042553,0.8329787234042553,0.8308983019806107,0.8329787234042553,0.8290635022697714,0.990969588344126,5.807947098,0.825531914893617,0.8265186595220868,0.007446808510638281,0.002544842747684628
DTD,resmlp,42,8,full_concat,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16,1880,0.8638297872340426,0.8638297872340425,0.8662037543821312,0.8638297872340425,0.863216733329846,0.9931978492136909,42.608729883000024,0.8611702127659574,0.8598254552460013,0.0026595744680851796,0.003391278083844762
DTD,resmlp,42,8,gfs,siglip_base+dinov2_large+resnet50+drlbp,1880,0.8622340425531915,0.8622340425531918,0.8637447348967966,0.8622340425531918,0.8612582055901554,0.9923505434782607,13.382718755000042,0.8611702127659574,0.8603552990070068,0.0010638297872340718,0.0009029065831486216
DTD,resmlp,42,8,topk_individual,siglip_base+dinov2_large+dinov2+dinov2_small,1880,0.8553191489361702,0.85531914893617,0.8576357375580794,0.85531914893617,0.854398472003442,0.9906187846901017,8.177677149999909,0.8553191489361702,0.854398472003442,0.0,0.0
DTD,resmlp,42,9,best_homogeneous_self_supervised,siglip_base+dinov2_large+dinov2_small,1880,0.8526595744680852,0.8526595744680853,0.8561169648074065,0.8526595744680853,0.8501501231834993,0.991083487511563,7.405893642000024,0.8526595744680852,0.8497530184787587,0.0,0.00039710470474052517
DTD,resmlp,42,9,best_individual,siglip_base,1880,0.825531914893617,0.825531914893617,0.8223959101153503,0.825531914893617,0.8212726786420825,0.9905027173913045,5.362019518000011,0.8223404255319149,0.8189454650782171,0.0031914893617021045,0.002327213563865449
DTD,resmlp,42,9,full_concat,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16,1880,0.8563829787234043,0.8563829787234041,0.8576187871691248,0.8563829787234041,0.8533189684177036,0.9913607192414431,33.34472692300005,0.8569148936170212,0.8537955128858922,-0.0005319148936169249,-0.00047654446818856666
DTD,resmlp,42,9,gfs,siglip_base+dinov2_large+eva02_base+densenet121,1880,0.8553191489361702,0.8553191489361702,0.8569914661703966,0.8553191489361702,0.8538504125414581,0.9925754509713229,9.973497666999947,0.8590425531914894,0.857447241085092,-0.0037234042553191404,-0.0035968285436338565
DTD,resmlp,42,9,topk_individual,siglip_base+dinov2_large+dinov2+dinov2_small,1880,0.8526595744680852,0.8526595744680852,0.8530749632492934,0.8526595744680852,0.8497417914447667,0.9907897779833489,12.793034229,0.8526595744680852,0.8497417914447667,0.0,0.0
DTD,svm,42,0,best_homogeneous_self_supervised,siglip_base+dinov2_large+dinov2_small+mae_base,1880,0.8659574468085106,0.8659574468085107,0.8675695432926835,0.8659574468085107,0.8643807002996545,0.9935615171137834,16.653710391000004,0.8659574468085106,0.8643807002996545,0.0,0.0
DTD,svm,42,0,best_individual,siglip_base,1880,0.8425531914893617,0.8425531914893617,0.8422049120046053,0.8425531914893617,0.8401804503479369,0.9925147432932471,4.0676718700000265,0.8425531914893617,0.8401804503479369,0.0,0.0
DTD,svm,42,0,full_concat,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16,1880,0.8707446808510638,0.8707446808510638,0.8733221502616442,0.8707446808510638,0.8693950863339188,0.9938977220166513,62.970863742999995,0.8707446808510638,0.8693950863339188,0.0,0.0
DTD,svm,42,0,gfs,siglip_base+dinov2_large+eva02_base+densenet121+dinov2,1880,0.8819148936170212,0.8819148936170214,0.8828039243397765,0.8819148936170214,0.8806984863760254,0.9938462650323775,11.504050511999935,0.8819148936170212,0.8806984863760254,0.0,0.0
DTD,svm,42,0,topk_individual,siglip_base+dinov2_large+dinov2+eva02_base+dinov2_small,1880,0.8734042553191489,0.8734042553191489,0.8748952144710064,0.8734042553191489,0.8719645769447979,0.9939890726179466,20.66280502199993,0.8734042553191489,0.8719645769447979,0.0,0.0
DTD,svm,42,1,best_homogeneous_self_supervised,siglip_base+dinov2_large+dinov2+mae_base,1880,0.8606382978723405,0.8606382978723405,0.8599323239830107,0.8606382978723405,0.8585986869072791,0.9914905180388528,19.002439515999868,0.8606382978723405,0.8585986869072791,0.0,0.0
DTD,svm,42,1,best_individual,siglip_base,1880,0.85,0.8500000000000001,0.851134615644448,0.8500000000000001,0.8482174614162562,0.9918596785383903,3.9162363630000527,0.85,0.8482174614162562,0.0,0.0
DTD,svm,42,1,full_concat,convnext_v2_t+deit_s+densenet121+dinov2+dinov2_large+dinov2_small+drlbp+efficientnet_b0+eva02_base+gabor+glcm+hog+lbp+mae_base+resnet101+resnet50+siglip_base+swin_t+vgg16+vit_b16,1880,0.8723404255319149,0.8723404255319147,0.8737395967922702,0.8723404255319147,0.8711173104545613,0.9919984389454211,62.06354252599999,0.8723404255319149,0.8711173104545613,0.0,0.0
DTD,svm,42,1,gfs,siglip_base+dinov2_large+eva02_base+dinov2+convnext_v2_t+mae_base,1880,0.8638297872340426,0.8638297872340426,0.8659745298329599,0.8638297872340426,0.8627112503680314,0.9916168478260871,14.304107898999973,0.8638297872340426,0.8627112503680314,0.0,0.0
