delta_accuracy,bootstrap_ci95_low,bootstrap_ci95_high,bootstrap_repetitions,proposed,baseline,proposed_correct,baseline_correct,paired_wins,paired_losses,mcnemar_exact_two_sided_p
0.00588235294117645,-0.008823529411764675,0.020588235294117685,20000,rgb_ngram_full_concat,published_reproduction_impl1_raw,659,655,17,13,0.5846647117286922
-0.002941176470588225,-0.01764705882352946,0.01176470588235301,20000,rgb_ngram_gfs,published_reproduction_impl1_raw,653,655,14,16,0.8555355519056321
0.11911764705882355,0.09999999999999998,0.13970588235294124,20000,rgb_ngram_gfs,rgb_ngram_selected_l2,653,572,84,3,1.4194419311409955e-21
0.13088235294117645,0.11176470588235288,0.15147058823529413,20000,rgb_ngram_full_concat,best_direct_descriptor,659,570,89,0,3.2311742677852644e-27
0.008823529411764675,-0.002941176470588225,0.020588235294117685,20000,rgb_ngram_full_concat,rgb_ngram_gfs,659,653,13,7,0.26317596435546875
