method,published_accuracy,reproduced_accuracy,reproduced_macro_f1,difference,fit_seconds,vocabulary_size
rgb_ngram_impl1,0.963,0.9632352941176471,0.9625394142327979,0.00023529411764711128,1.905122479000056,66850
rgb_ngram_impl2,0.953,0.9529411764705882,0.9521684637829239,-5.882352941177782e-05,2.802544459999808,41282
