dataset,classifier,comparison,n_splits,delta_mean,ci95_low,ci95_high,wins,ties,losses,practical_equivalence_rate,wilcoxon_p_uncorrected,inference_note,wilcoxon_p_holm
VisTexReference12,resmlp,gfs_vs_best_individual,15,0.002901234567901249,-0.009630291005291001,0.01608487654320988,4,8,3,0.6,0.6635923066895203,outer splits overlap across repetitions; treat split-level inference as descriptive,0.6741058555761164
VisTexReference12,resmlp,gfs_vs_full_concat,15,-0.011150793650793663,-0.02462081128747795,0.0020812389770722517,3,6,6,0.4666666666666667,0.2046007192843391,outer splits overlap across repetitions; treat split-level inference as descriptive,0.6138021578530173
VisTexReference12,svm,gfs_vs_best_individual,15,-0.0038580246913580457,-0.0114814814814815,0.003765432098765409,1,11,3,0.7333333333333333,0.3370529277880582,outer splits overlap across repetitions; treat split-level inference as descriptive,0.6741058555761164
VisTexReference12,svm,gfs_vs_full_concat,15,-0.017601410934744276,-0.03511463844797181,-0.0026455026455026436,1,9,5,0.6,0.086337944024764,outer splits overlap across repetitions; treat split-level inference as descriptive,0.345351776099056
