dataset,classifier,comparison,n_splits,delta_mean,ci95_low,ci95_high,wins,ties,losses,practical_equivalence_rate,wilcoxon_p_uncorrected,inference_note,wilcoxon_p_holm
KTHTIPS2b,resmlp,gfs_vs_best_individual,4,0.016527977654086812,0.0,0.049583932962260435,1,3,0,0.75,1.0,outer splits overlap across repetitions; treat split-level inference as descriptive,1.0
KTHTIPS2b,resmlp,gfs_vs_full_concat,4,-0.03018130564945809,-0.053963034271880844,-0.007267426942315136,0,0,4,0.5,0.125,outer splits overlap across repetitions; treat split-level inference as descriptive,0.5
KTHTIPS2b,svm,gfs_vs_best_individual,4,0.012159878674264962,0.0,0.03647963602279489,1,3,0,0.75,1.0,outer splits overlap across repetitions; treat split-level inference as descriptive,1.0
KTHTIPS2b,svm,gfs_vs_full_concat,4,-0.05970877580384862,-0.11025505096220142,-0.026582546557728737,0,0,4,0.0,0.125,outer splits overlap across repetitions; treat split-level inference as descriptive,0.5
