dataset,classifier,method,macro_f1_mean,k_mean
KTHTIPS2b,resmlp,best_homogeneous_transformer,0.8411872826690826,1.25
KTHTIPS2b,resmlp,gfs,0.8235242904896827,1.25
KTHTIPS2b,svm,best_homogeneous_transformer,0.8160227908291713,1.25
KTHTIPS2b,svm,gfs,0.8098204918483333,1.25
