dataset,classifier,method,dimensions_mean,fit_seconds_mean
KTHTIPS2b,resmlp,best_homogeneous_transformer,960.0,3.166749062250119
KTHTIPS2b,resmlp,best_individual,1088.0,2.94478287474999
KTHTIPS2b,resmlp,full_concat,21420.0,16.12622045149999
KTHTIPS2b,resmlp,gfs,1344.0,3.4585599272501213
KTHTIPS2b,svm,best_homogeneous_transformer,960.0,0.29379944725008045
KTHTIPS2b,svm,best_individual,768.0,0.25385289175005704
KTHTIPS2b,svm,full_concat,21420.0,6.716028080500109
KTHTIPS2b,svm,gfs,960.0,0.2892558677500574
