dataset,classifier,comparison,n_splits,delta_mean,ci95_low,ci95_high,wins,ties,losses,practical_equivalence_rate,wilcoxon_p_uncorrected,inference_note,wilcoxon_p_holm
KTHTIPS2b,resmlp,gfs_vs_best_individual,4,0.009676425131395494,0.0,0.029029275394186482,1,3,0,0.75,1.0,outer splits overlap across repetitions; treat split-level inference as descriptive,1.0
KTHTIPS2b,resmlp,gfs_vs_full_concat,4,-0.04146250250677677,-0.07140161483614527,-0.011523390177408277,0,0,4,0.25,0.125,outer splits overlap across repetitions; treat split-level inference as descriptive,0.5
KTHTIPS2b,svm,gfs_vs_best_individual,4,0.012159878674264962,0.0,0.03647963602279489,1,3,0,0.75,1.0,outer splits overlap across repetitions; treat split-level inference as descriptive,1.0
KTHTIPS2b,svm,gfs_vs_full_concat,4,-0.05843758286398085,-0.11196627052531374,-0.02639606092327118,0,0,4,0.0,0.125,outer splits overlap across repetitions; treat split-level inference as descriptive,0.5
