dataset,classifier,method,n,macro_f1_mean,macro_f1_std
KTHTIPS2b,resmlp,best_homogeneous_transformer,4,0.8354092654479739,0.02625922725641358
KTHTIPS2b,resmlp,best_individual,4,0.8069963128355958,0.053967073320217586
KTHTIPS2b,resmlp,full_concat,4,0.8581352404737681,0.04651036578459085
KTHTIPS2b,resmlp,gfs,4,0.8166727379669914,0.037817930109435745
KTHTIPS2b,svm,best_homogeneous_transformer,4,0.8107294169355329,0.03978834285381423
KTHTIPS2b,svm,best_individual,4,0.7976606131740683,0.032893320156673206
KTHTIPS2b,svm,full_concat,4,0.8682580747123141,0.05026904917909447
KTHTIPS2b,svm,gfs,4,0.8098204918483333,0.038782064633602155
