Data-set,GFS,Top-k,Completa,Individual,Homogenea
CUReT,0.998519351895,0.998055626358,0.999128008371,0.99643580397,0.998693750221
DTD,0.869881005569,0.870056886834,0.865152964651,0.843689488424,0.863489468206
FMD,0.978610283653,0.980452827832,0.961565496218,0.971669963226,0.978543256181
Outex,0.944637878461,0.952512567949,0.944012977645,0.915675970272,0.932603130722
