dataset,classifier,comparison,n_splits,delta_mean,ci95_low,ci95_high,wins,ties,losses,practical_equivalence_rate,wilcoxon_p_uncorrected,inference_note,wilcoxon_p_holm
CUReT,resmlp,gfs_vs_best_individual,2,0.0008963686435514706,,,1,0,1,1.0,,two complementary dependent directions; descriptive only; split-level CI and Wilcoxon intentionally omitted,
CUReT,resmlp,gfs_vs_full_concat,2,-0.000713011096242333,,,0,0,2,1.0,,two complementary dependent directions; descriptive only; split-level CI and Wilcoxon intentionally omitted,
CUReT,svm,gfs_vs_best_individual,2,0.003913819208476499,,,2,0,0,1.0,,two complementary dependent directions; descriptive only; split-level CI and Wilcoxon intentionally omitted,
CUReT,svm,gfs_vs_full_concat,2,-0.0003565476882531615,,,0,0,2,1.0,,two complementary dependent directions; descriptive only; split-level CI and Wilcoxon intentionally omitted,
DTD,resmlp,gfs_vs_best_individual,10,0.029516923897956925,0.024408807693831282,0.03391984191283832,10,0,0,0.0,0.001953125,outer splits overlap across repetitions; treat split-level inference as descriptive,0.01171875
DTD,resmlp,gfs_vs_full_concat,10,0.006611543928389052,0.0034841511460837133,0.009801748023416018,9,0,1,0.7,0.005859375,outer splits overlap across repetitions; treat split-level inference as descriptive,0.017578125
DTD,svm,gfs_vs_best_individual,10,0.026836312530615226,0.022562856095153884,0.03136626554684826,10,0,0,0.0,0.001953125,outer splits overlap across repetitions; treat split-level inference as descriptive,0.01171875
DTD,svm,gfs_vs_full_concat,10,0.004594984050226558,0.0006912571132457232,0.0081110187875416,8,0,2,0.8,0.064453125,outer splits overlap across repetitions; treat split-level inference as descriptive,0.12890625
FMD,resmlp,gfs_vs_best_individual,15,0.009258424922365008,0.006235978870451367,0.01227689869571905,13,1,1,0.6,0.0010865598685494563,outer splits overlap across repetitions; treat split-level inference as descriptive,0.007605919079846194
FMD,resmlp,gfs_vs_full_concat,15,0.020807971890372475,0.014331487548783923,0.027131080964598375,14,0,1,0.26666666666666666,0.0001220703125,outer splits overlap across repetitions; treat split-level inference as descriptive,0.0009765625
FMD,svm,gfs_vs_best_individual,15,0.003947868559177044,-0.0013931022115232189,0.008972556745365545,9,2,4,0.6666666666666666,0.18100069605861246,outer splits overlap across repetitions; treat split-level inference as descriptive,0.18100069605861246
FMD,svm,gfs_vs_full_concat,15,0.012155395711415691,0.006835104980671742,0.01701860925785386,12,1,2,0.3333333333333333,0.004112975191221482,outer splits overlap across repetitions; treat split-level inference as descriptive,0.016451900764885927
