Data-set,GFS,Top-k,Completa,Individual,Homogenea
CUReT-RESMLP,0.998217914567,0.996971604257,0.999108946756,0.9978614287,0.998396125215
CUReT-SVM,0.998752399067,0.998930736107,0.999108946756,0.994838579859,0.998930609716
DTD-RESMLP,0.864998540399,0.866203963678,0.859965012595,0.838467169723,0.860500514917
DTD-SVM,0.869411110191,0.868392429827,0.86481612614,0.84257479766,0.860619837751
FMD-RESMLP,0.978295094039,0.976979126903,0.953746245574,0.967604016533,0.97590153238
FMD-SVM,0.976586982805,0.98195394301,0.964431587094,0.972639114246,0.978896469111
Outex-RESMLP,0.937768551397,0.941883464314,0.915150533844,0.913524879955,0.924010924256
Outex-SVM,0.942574264906,0.950309809472,0.957203131215,0.906611752191,0.930749902089
