Data-set,GFS,Top-k,Completa,Individual,Homogenea
CUReT,0.998485156817,0.997951170182,0.999108946756,0.996350004279,0.998663367466
DTD,0.867204825295,0.867298196753,0.862390569368,0.840520983691,0.860560176334
FMD,0.977441038422,0.979466534957,0.959088916334,0.970121565389,0.977399000745
Outex,0.940171408152,0.946096636893,0.936176832529,0.910068316073,0.927380413173
