dataset,classifier,seed,outer_fold,dimensions__best_individual,dimensions__full_concat,dimensions__gfs,dimensions__homogeneous,dimensions__topk_individual,macro_f1__best_individual,macro_f1__full_concat,macro_f1__gfs,macro_f1__homogeneous,macro_f1__topk_individual,inner_best_single,k_gfs,gfs_steps,headroom,completa_menos_gfs
FMD,resmlp,123,3,768.0,20652.0,2608.0,1792.0,3328.0,0.9448287297105102,0.9250237525512924,0.9547556260123058,0.9648503528991336,0.9648306037137871,0.9774528488199862,4,6,0.022547151180013825,-0.02973187346101336
FMD,resmlp,123,4,768.0,20652.0,3456.0,1536.0,4480.0,0.965029726023248,0.9608378143037964,0.984971810389012,0.974971810389012,0.9550964418551068,0.9737628428482088,6,8,0.0262371571517912,-0.024133996085215603
FMD,resmlp,2026,0,768.0,20652.0,3328.0,1792.0,3328.0,0.9652027429934408,0.93983221828402,0.9799785580273384,0.9749686834346656,0.974965556480319,0.9700682110999826,4,6,0.029931788900017353,-0.04014633974331838
FMD,resmlp,2026,1,768.0,20652.0,1846.0,2560.0,2560.0,0.954714459695204,0.9402005247640676,0.9698472259447868,0.9798624140087554,0.9648556663704289,0.9763355311782782,3,5,0.023664468821721796,-0.029646701180719215
FMD,resmlp,2026,2,768.0,20652.0,3712.0,3712.0,3712.0,0.99010989010989,0.9949968730456534,0.9899937460913072,0.9849937460913072,0.9899937460913072,0.9576322308847983,5,7,0.04236776911520168,0.0050031269543462376
FMD,resmlp,2026,3,768.0,20652.0,3010.0,2944.0,4480.0,0.9750906346541776,0.949702743412628,0.9799718103890118,0.9748039798039798,0.9699614890885752,0.9634692422493942,6,8,0.03653075775060577,-0.030269066976383874
FMD,resmlp,2026,4,768.0,20652.0,1890.0,1792.0,3328.0,0.9849906191369604,0.960217624781168,0.9849906191369604,0.9849906191369604,0.9899937460913072,0.9638096002200622,4,6,0.036190399779937765,-0.024772994355792388
FMD,svm,42,0,768.0,20652.0,1872.0,1792.0,2560.0,0.9449066755677796,0.9397642228130032,0.9599467477323704,0.9548033545401966,0.9646695207670816,0.9725708031805593,3,4,0.02742919681944067,-0.02018252491936723
FMD,svm,42,1,768.0,20652.0,1974.0,2560.0,3712.0,0.9799968730456534,0.9849937460913072,0.9949968730456537,0.9949968730456537,0.9949968730456537,0.967480147065819,5,7,0.032519852934181026,-0.010003126954346464
FMD,svm,42,2,768.0,20652.0,3328.0,2560.0,3328.0,0.9701928684007676,0.9452438775981182,0.9701928684007676,0.9849937460913072,0.9849937460913072,0.9687688671927932,4,6,0.031231132807206796,-0.02494899080264934
FMD,svm,42,3,768.0,20652.0,2640.0,2560.0,3328.0,0.9899937460913072,0.9949968730456537,0.9949968730456537,0.9949968730456537,1.0,0.9613884064135206,4,8,0.038611593586479365,0.0
FMD,svm,42,4,768.0,20652.0,4096.0,2560.0,3712.0,0.964893705733184,0.9604984724304364,0.9799906191369606,0.9799906191369606,0.9699718103890118,0.9675095862512274,5,5,0.032490413748772595,-0.019492146706524216
FMD,svm,123,0,768.0,20652.0,2560.0,2560.0,2560.0,0.9649686834346654,0.9701928684007676,0.9851067631555438,0.9851067631555438,0.9799686834346656,0.9686283908010479,3,5,0.0313716091989521,-0.014913894754776225
FMD,svm,123,1,768.0,20652.0,2816.0,2560.0,2560.0,0.9899937460913072,0.9649534953706967,0.9899937460913072,0.9849937460913072,0.9849937460913072,0.9597985908605143,3,5,0.040201409139485667,-0.025040250720610446
FMD,svm,123,2,768.0,20652.0,1590.0,1536.0,2560.0,0.9899749373433584,0.9799686834346656,0.9698337306681336,0.9749686834346656,0.984971810389012,0.9674589005028671,3,5,0.03254109949713291,0.01013495276653198
FMD,svm,123,3,768.0,20652.0,2614.0,2560.0,3328.0,0.949979810978408,0.9449896538586572,0.9599113954877158,0.95469033747596,0.9699566223250434,0.9688090982298301,4,6,0.03119090177016992,-0.014921741629058571
FMD,svm,123,4,768.0,20652.0,2816.0,1792.0,2560.0,0.9748337306681336,0.9555484532483964,0.965077633107158,0.979855666370429,0.9748395378690629,0.9662181485608957,3,5,0.03378185143910428,-0.00952917985876156
FMD,svm,2026,0,768.0,20652.0,2816.0,2560.0,2560.0,0.9651834875377284,0.9494459883291718,0.9647055255399286,0.9746847088310504,0.9849937460913072,0.9688371570861793,3,5,0.031162842913820654,-0.01525953721075679
FMD,svm,2026,1,768.0,20652.0,2230.0,1792.0,3328.0,0.954464303347487,0.9551005092468504,0.9592793034256448,0.9695773204117234,0.9699906191369604,0.9725344729083497,4,5,0.027465527091650288,-0.004178794178794409
FMD,svm,2026,2,768.0,20652.0,3328.0,2560.0,3328.0,0.9899937460913072,0.9899937460913072,0.9949968730456537,0.9899937460913072,0.9899937460913072,0.9626024897106263,4,5,0.03739751028937366,-0.00500312695434646
FMD,svm,2026,3,768.0,20652.0,2560.0,2560.0,2560.0,0.9801067631555436,0.9653067941899778,0.9748039798039798,0.9748039798039798,0.9799718103890118,0.9611131741956518,3,5,0.03888682580434821,-0.009497185614002035
FMD,svm,2026,4,768.0,20652.0,3072.0,2560.0,2560.0,0.980103636201197,0.9701964890847478,0.984971810389012,0.9849906191369604,0.9949968730456537,0.9650062303977579,3,5,0.0349937696022421,-0.014775321304264288
KTHTIPS2b,resmlp,42,0,768.0,20652.0,2304.0,1792.0,2176.0,0.9448998637629747,0.9814104269185376,0.9539310255063924,0.9713347479744376,0.9907226423043108,0.9994388113886647,3,3,0.0005611886113352504,0.02747940141214522
KTHTIPS2b,resmlp,42,1,768.0,20652.0,768.0,768.0,768.0,0.9150665280168192,0.9512830486402808,0.9150665280168192,0.9150665280168192,0.9150665280168192,1.0,1,3,0.0,0.03621652062346159
KTHTIPS2b,resmlp,42,2,384.0,20652.0,1920.0,384.0,2688.0,0.8937660887430545,0.9479158169508116,0.9406834496906128,0.8937660887430545,0.9521437261278226,0.9997194056943324,3,3,0.0002805943056676252,0.007232367260198824
KTHTIPS2b,resmlp,42,3,768.0,20652.0,768.0,768.0,768.0,0.8706960847133588,0.9142710549603822,0.8706960847133588,0.8706960847133588,0.8706960847133588,1.0,1,3,0.0,0.04357497024702339
KTHTIPS2b,svm,42,0,1024.0,20652.0,1280.0,1536.0,1792.0,0.9940954934868184,0.9728602488727852,0.9632667374701828,0.944151031384262,0.9941021143049236,0.9994388113886647,2,3,0.0005611886113352504,0.00959351140260245
KTHTIPS2b,svm,42,1,768.0,20652.0,768.0,768.0,768.0,0.9039989015967734,0.9585289492461502,0.9039989015967734,0.9039989015967734,0.9039989015967734,1.0,1,3,0.0,0.054530047649376745
KTHTIPS2b,svm,42,2,768.0,20652.0,1024.0,768.0,1792.0,0.9866463768766874,0.9532406228722188,0.8800793679566986,0.9866463768766874,0.9884259254768678,0.9997194056943324,2,3,0.0002805943056676252,0.07316125491552017
KTHTIPS2b,svm,42,3,768.0,20652.0,768.0,768.0,768.0,0.8736003165993348,0.9558938038920122,0.8736003165993348,0.8736003165993348,0.8736003165993348,1.0,1,3,0.0,0.08229348729267738
Outex13Official1360,resmlp,42,0,256.0,20652.0,3346.0,2176.0,6016.0,0.94759542478747,0.9415874223868136,0.9715164371487366,0.9305568890688314,0.9652047309213582,0.8916666666666666,8,8,0.10833333333333339,-0.029929014761923
Outex13Official1360,svm,42,0,1024.0,20652.0,6784.0,3712.0,7808.0,0.9066117521911786,0.965551002836472,0.958883749211004,0.9307499020892676,0.9425743955605468,0.8743347338935574,8,8,0.12566526610644257,0.006667253625467939
SoilOriginal,resmlp,42,0,768.0,20652.0,4144.0,1536.0,6912.0,0.8820627368908488,0.897901714366916,0.9418761205600732,0.9187603086163172,0.8994800485122342,0.8547016073710461,7,8,0.14529839262895394,-0.04397440619315718
SoilOriginal,resmlp,42,1,768.0,20652.0,2864.0,1536.0,3840.0,0.8363207324291083,0.8058261653327042,0.8146847189598898,0.8650730180156677,0.8312227751117353,0.8711430794133548,5,7,0.12885692058664522,-0.008858553627185572
