dataset,classifier,method,macro_f1_mean,k_mean
SoilOriginal,resmlp,best_homogeneous_cnn,0.8557547509921342,3.0
SoilOriginal,resmlp,best_homogeneous_self_supervised,0.8752750873795245,1.875
SoilOriginal,resmlp,best_homogeneous_transformer,0.8581896398717563,2.5
SoilOriginal,resmlp,gfs,0.869518384985758,5.0
SoilOriginal,svm,best_homogeneous_self_supervised,0.852770369291344,2.375
SoilOriginal,svm,best_homogeneous_transformer,0.8703746887421586,2.7142857142857144
SoilOriginal,svm,gfs,0.8661182983472394,4.466666666666667
