dataset,classifier,method,macro_f1_mean,k_mean
Outex13Official1360,resmlp,best_homogeneous_self_supervised,0.9305568890688314,3.0
Outex13Official1360,resmlp,gfs,0.9423435812566644,7.0
Outex13Official1360,svm,best_homogeneous_self_supervised,0.9307499020892676,5.0
Outex13Official1360,svm,gfs,0.9425742649062628,6.0
