dataset,classifier,method,dimensions_mean,fit_seconds_mean
Outex13Official1360,resmlp,best_homogeneous_self_supervised,2176.0,1.016073368000434
Outex13Official1360,resmlp,best_individual,384.0,1.0502016330001425
Outex13Official1360,resmlp,full_concat,19628.0,1.7982246410001608
Outex13Official1360,resmlp,gfs,3682.0,1.94970753600046
Outex13Official1360,svm,best_homogeneous_self_supervised,3712.0,5.819490576000135
Outex13Official1360,svm,best_individual,1024.0,1.1526379120005004
Outex13Official1360,svm,full_concat,19628.0,28.831469536999972
Outex13Official1360,svm,gfs,5936.0,7.00063265999961
