dataset,classifier,seed,outer_fold,gfs_macro_f1,random_b,random_mean,random_std,random_max,gfs_percentile,empirical_p
Outex13Official1360,resmlp,42,0,0.9423435812566644,100,0.9337310011043776,0.01076114805255796,0.9546761669298548,0.8,0.2079207920792079
Outex13Official1360,svm,42,0,0.9425742649062628,100,0.9289486158834337,0.012338232515783839,0.952790904334339,0.9,0.10891089108910891
