dataset,k,extractors,clf,dim,mean_accuracy,std_accuracy,mean_f1,std_f1,time_s
DTD,11,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0,svm,13228,0.798049645390071,0.01006742522452366,0.7973810120361697,0.010564448300771646,227.6
DTD,11,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0,knn,13228,0.7519503546099291,0.008854603538428209,0.7478177947376821,0.0085853700650863,6.6
DTD,11,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0,rf,13228,0.7053191489361702,0.006456433140437274,0.7006586736556151,0.006259238544399379,33.8
DTD,11,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0,resmlp,13228,0.7953900709219858,0.0049645390070921685,0.7942675053018309,0.004774128858189829,14.1
DTD,12,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16,svm,13996,0.8095744680851065,0.005783512918546136,0.8093418944950223,0.006315858259552238,237.2
DTD,12,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16,knn,13996,0.7663120567375887,0.005217708854454674,0.7633947095749652,0.005417715676896737,6.9
DTD,12,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16,rf,13996,0.7127659574468084,0.009023411808510256,0.7078071813326887,0.009989883307147585,35.9
DTD,12,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16,resmlp,13996,0.8095744680851065,0.00544762109777913,0.8078870797025728,0.005507405417694421,16.7
DTD,13,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,svm,14764,0.8129432624113475,0.0033641251703918863,0.8126470692203467,0.0035760622957386576,278.8
DTD,13,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,knn,14764,0.7650709219858156,0.00854013799914349,0.761252616910325,0.009190576025375841,7.5
DTD,13,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,rf,14764,0.7090425531914895,0.010584972735176805,0.7045069071656314,0.010309416738753772,37.6
DTD,13,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,resmlp,14764,0.8125886524822695,0.007016439339506893,0.8111233108815302,0.007356424076930853,16.2
DTD,14,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,svm,15148,0.8124113475177305,0.005949631821121453,0.8120804944164218,0.006284344932085261,249.2
