dataset,clf,step,added,selected,n_selected,f1,std_f1,acc,dim,delta
ocular_toxoplasmosis,svm,1,swin_t,swin_t,1,0.790094900800985,0.030649981856143867,0.8130179253599765,768,0.790094900800985
ocular_toxoplasmosis,svm,2,dinov2_large,swin_t + dinov2_large,2,0.8214808395248907,0.01772513069511197,0.8397884219806053,1792,0.031385938723905715
ocular_toxoplasmosis,svm,3,efficientnet_b0,swin_t + dinov2_large + efficientnet_b0,3,0.8319761527425212,0.014454134315489059,0.847046723479283,3072,0.01049531321763053
ocular_toxoplasmosis,svm,4,deit_s,swin_t + dinov2_large + efficientnet_b0 + deit_s,4,0.8420029400524756,0.02471581670785798,0.8543344108139876,3456,0.010026787309954321
ocular_toxoplasmosis,svm,5,convnext_v2_t,swin_t + dinov2_large + efficientnet_b0 + deit_s + convnext_v2_t,5,0.8418171018838192,0.019070943975425143,0.8568028210402586,4224,-0.00018583816865636038
