dataset,clf,step,added,selected,n_selected,f1,std_f1,acc,dim,delta
KTH-TIPS2-b,svm,1,dinov2,dinov2,1,0.9988788496279926,0.0010502154139078689,0.9988771924295191,768,0.9988788496279926
KTH-TIPS2-b,svm,2,dinov2_large,dinov2 + dinov2_large,2,0.9997202631678045,0.000559473664391108,0.9997191011235955,1792,0.0008414135398119305
KTH-TIPS2-b,svm,3,vit_b16,dinov2 + dinov2_large + vit_b16,3,0.9997202631678045,0.000559473664391108,0.9997191011235955,2560,0.0
