dataset,k,extractors,clf,dim,mean_accuracy,std_accuracy,mean_f1,std_f1,time_s
FMD,1,lbp,svm,54,0.238,0.010295630140987,0.198025039196208,0.010739450608124075,0.1
FMD,1,lbp,knn,54,0.251,0.01240967364599086,0.24599829465600487,0.011674247243696272,0.0
FMD,1,lbp,rf,54,0.321,0.015297058540778351,0.31015888411303244,0.011252522265434422,0.6
FMD,1,lbp,resmlp,54,0.32999999999999996,0.03898717737923587,0.31567237862753883,0.034281911570154394,3.8
FMD,2,lbp + glcm,svm,72,0.244,0.0073484692283495405,0.21108440978863197,0.012825130666025317,0.1
FMD,2,lbp + glcm,knn,72,0.24799999999999994,0.02908607914449797,0.2436652165533184,0.030685140368722143,0.0
FMD,2,lbp + glcm,rf,72,0.339,0.03679673898594821,0.32749647132863424,0.03440568626148908,0.6
FMD,2,lbp + glcm,resmlp,72,0.328,0.027856776554368242,0.3137278402466788,0.026577298772141975,3.5
FMD,3,lbp + glcm + gabor,svm,120,0.24500000000000002,0.015165750888103114,0.21228561673200597,0.01252554904765822,0.1
FMD,3,lbp + glcm + gabor,knn,120,0.263,0.03627671429443411,0.2608935244113904,0.0335286498481547,0.0
FMD,3,lbp + glcm + gabor,rf,120,0.396,0.017720045146669347,0.3855878533960462,0.017451070772805315,0.7
FMD,3,lbp + glcm + gabor,resmlp,120,0.392,0.02657066051117285,0.3845831676441187,0.029002494547287344,3.7
FMD,4,lbp + glcm + gabor + hog,svm,1884,0.32700000000000007,0.024413111231467412,0.3116065895606227,0.0257650610299072,1.3
FMD,4,lbp + glcm + gabor + hog,knn,1884,0.21799999999999997,0.010770329614269008,0.1845837107410174,0.014447628341670269,0.1
FMD,4,lbp + glcm + gabor + hog,rf,1884,0.36099999999999993,0.04176122603564221,0.349271916951661,0.035902204567407676,1.3
FMD,4,lbp + glcm + gabor + hog,resmlp,1884,0.305,0.04289522117905442,0.29642493764185823,0.043226858607992934,3.3
FMD,5,lbp + glcm + gabor + hog + drlbp,svm,1964,0.33499999999999996,0.02213594362117865,0.3193465660769531,0.020531032564928445,1.3
FMD,5,lbp + glcm + gabor + hog + drlbp,knn,1964,0.23199999999999998,0.019131126469708985,0.19773398427133665,0.01821765787167463,0.1
FMD,5,lbp + glcm + gabor + hog + drlbp,rf,1964,0.38899999999999996,0.015937377450509223,0.3768538230531326,0.012642721723601506,1.3
FMD,5,lbp + glcm + gabor + hog + drlbp,resmlp,1964,0.294,0.03760319135392633,0.28243670221247275,0.04349558668315169,3.3
FMD,6,lbp + glcm + gabor + hog + drlbp + vgg16,svm,6060,0.786,0.03337663853655727,0.7864681052549518,0.03300255570200721,4.0
FMD,6,lbp + glcm + gabor + hog + drlbp + vgg16,knn,6060,0.7230000000000001,0.02638181191654586,0.7148041520462538,0.028683457389007364,0.3
FMD,6,lbp + glcm + gabor + hog + drlbp + vgg16,rf,6060,0.7390000000000001,0.035972211497209895,0.7364495850041035,0.03626342959466969,1.4
FMD,6,lbp + glcm + gabor + hog + drlbp + vgg16,resmlp,6060,0.791,0.026153393661244046,0.7900641881164017,0.027410173066893865,3.8
FMD,7,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50,svm,8108,0.8409999999999999,0.022226110770892846,0.8409228589783391,0.023618820069167212,5.8
FMD,7,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50,knn,8108,0.768,0.014000000000000012,0.763315042387164,0.014142366642769359,0.3
FMD,7,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50,rf,8108,0.782,0.02501999200639363,0.7808079048828283,0.025038896814896714,1.6
FMD,7,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50,resmlp,8108,0.8320000000000001,0.02420743687382039,0.8317170017452975,0.024502537069643372,4.4
FMD,8,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101,svm,10156,0.861,0.028530685235374196,0.8613478316595268,0.029254494818413208,6.0
FMD,8,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101,knn,10156,0.7979999999999999,0.01749285568453588,0.7947114666681794,0.01763840582703458,0.4
FMD,8,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101,rf,10156,0.7969999999999999,0.02712931993250105,0.795828411310753,0.026793750364835375,1.9
FMD,8,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101,resmlp,10156,0.8549999999999999,0.017606816861659026,0.8543856445462261,0.018971764445708448,4.6
FMD,9,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121,svm,11180,0.868,0.015033296378372921,0.868254153766031,0.01584818130594905,6.2
FMD,9,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121,knn,11180,0.808,0.012884098726725086,0.8058477627833909,0.013620703709588693,0.4
FMD,9,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121,rf,11180,0.8099999999999999,0.011832159566199195,0.8088978173553338,0.011854436843400094,2.1
FMD,9,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121,resmlp,11180,0.8550000000000001,0.02408318915758461,0.8550901305658772,0.025243284137282027,4.8
FMD,10,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t,svm,11948,0.907,0.006782329983125274,0.9072094180418956,0.008359024816845573,7.6
FMD,10,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t,knn,11948,0.8379999999999999,0.011224972160321834,0.8361756876485813,0.012807316952467548,0.5
FMD,10,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t,rf,11948,0.8160000000000001,0.014966629547095737,0.8153138805355018,0.015303525950214902,2.2
FMD,10,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t,resmlp,11948,0.8879999999999999,0.014352700094407337,0.8877192871575952,0.015078967828503046,4.6
FMD,11,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0,svm,13228,0.908,0.011661903789690611,0.9078314853220212,0.01275648322560098,8.2
FMD,11,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0,knn,13228,0.833,0.019131126469708964,0.8316832016695823,0.019710877161493702,0.5
FMD,11,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0,rf,13228,0.8160000000000001,0.012409673645990818,0.8147857876735406,0.012708047537210587,2.5
FMD,11,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0,resmlp,13228,0.8860000000000001,0.012806248474865708,0.8852179512516363,0.013834777326167972,4.9
FMD,12,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16,svm,13996,0.917,0.012884098726725137,0.9171539285708613,0.013953625378969017,8.5
FMD,12,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16,knn,13996,0.8629999999999999,0.008124038404635967,0.8618440853742794,0.00990265970227207,0.5
FMD,12,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16,rf,13996,0.827,0.03815756805667782,0.8266414937050204,0.038322737637109805,2.5
FMD,12,lbp + glcm + gabor + hog + drlbp + vgg16 + resnet50 + resnet101 + densenet121 + convnext_v2_t + efficientnet_b0 + vit_b16,resmlp,13996,0.9039999999999999,0.009695359714832668,0.9039315111395,0.00953472798932863,5.2
