experiment,dataset,strategy,extractor,clf,mean_f1,std_f1,n_samples,emb_dim
Exp3_concat_prefix,HVD_glaucoma,k=6,lbp + glcm + gabor + hog + drlbp + resnet50,knn,0.6196581477091686,0.0217194991380718,n/a,4012
Exp3_concat_prefix,HVD_glaucoma,k=6,lbp + glcm + gabor + hog + drlbp + resnet50,rf,0.6197534459799432,0.0367589658466495,n/a,4012
Exp3_concat_prefix,HVD_glaucoma,k=7,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.7205114110718819,0.0128663221672493,n/a,4780
Exp3_concat_prefix,HVD_glaucoma,k=7,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.671472660783502,0.0287132036684097,n/a,4780
Exp3_concat_prefix,HVD_glaucoma,k=7,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.6672965398443135,0.0207306271821144,n/a,4780
Exp3_concat_prefix,HVD_glaucoma,k=8,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.7394482810600977,0.0066009522049993,n/a,6060
Exp3_concat_prefix,HVD_glaucoma,k=8,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.67240579244752,0.0152825222097379,n/a,6060
Exp3_concat_prefix,HVD_glaucoma,k=8,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.6846508349933803,0.0298049894833455,n/a,6060
Exp3_concat_prefix,HVD_glaucoma,k=9,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.7610807400723291,0.0186469155216021,n/a,6828
Exp3_concat_prefix,HVD_glaucoma,k=9,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.6932630995903466,0.0061518539075674,n/a,6828
Exp3_concat_prefix,HVD_glaucoma,k=9,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.7022291849607518,0.0203982103224175,n/a,6828
Exp3_concat_prefix,HVD_glaucoma,k=10,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.768819269047757,0.0198498778229668,n/a,7596
Exp3_concat_prefix,HVD_glaucoma,k=10,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.7206583734330566,0.0240860383372084,n/a,7596
Exp3_concat_prefix,HVD_glaucoma,k=10,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.703293396126157,0.0252808161162895,n/a,7596
Exp3_concat_prefix,HVD_glaucoma,k=11,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.776757054338011,0.0097808144702793,n/a,7980
Exp3_concat_prefix,HVD_glaucoma,k=11,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.7105097384064082,0.0146016967436141,n/a,7980
Exp3_concat_prefix,HVD_glaucoma,k=11,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.7035580168874523,0.0300738531185679,n/a,7980
Exp3_concat_prefix,HVD_glaucoma,k=12,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.772419286213976,0.0281513328902256,n/a,8748
Exp3_concat_prefix,HVD_glaucoma,k=12,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.720321500965723,0.0271978241245279,n/a,8748
Exp3_concat_prefix,HVD_glaucoma,k=12,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.7070246806130143,0.0181131801806382,n/a,8748
Exp3_concat_prefix,ocular_toxoplasmosis,k=1,lbp,svm,0.2088888888888889,0.002721655269759,n/a,54
Exp3_concat_prefix,ocular_toxoplasmosis,k=1,lbp,knn,0.6288264077642916,0.0491655376344627,n/a,54
Exp3_concat_prefix,ocular_toxoplasmosis,k=1,lbp,rf,0.7094403714352209,0.0639940284827521,n/a,54
Exp3_concat_prefix,ocular_toxoplasmosis,k=2,lbp + glcm,svm,0.2088888888888889,0.002721655269759,n/a,72
Exp3_concat_prefix,ocular_toxoplasmosis,k=2,lbp + glcm,knn,0.6497240807931632,0.0730308585169979,n/a,72
Exp3_concat_prefix,ocular_toxoplasmosis,k=2,lbp + glcm,rf,0.7310436765023846,0.0404124420704922,n/a,72
Exp3_concat_prefix,ocular_toxoplasmosis,k=3,lbp + glcm + gabor,svm,0.2088888888888889,0.002721655269759,n/a,120
Exp3_concat_prefix,ocular_toxoplasmosis,k=3,lbp + glcm + gabor,knn,0.6759820688259536,0.0203271320580887,n/a,120
Exp3_concat_prefix,ocular_toxoplasmosis,k=3,lbp + glcm + gabor,rf,0.7451412325059068,0.0273726443427179,n/a,120
Exp3_concat_prefix,ocular_toxoplasmosis,k=4,lbp + glcm + gabor + hog,svm,0.5709207861841985,0.0382770999716639,n/a,1884
Exp3_concat_prefix,ocular_toxoplasmosis,k=4,lbp + glcm + gabor + hog,knn,0.6176569233493991,0.056865684639489,n/a,1884
Exp3_concat_prefix,ocular_toxoplasmosis,k=4,lbp + glcm + gabor + hog,rf,0.7226670862032302,0.0635551781560243,n/a,1884
Exp3_concat_prefix,ocular_toxoplasmosis,k=5,lbp + glcm + gabor + hog + drlbp,svm,0.5887397129662068,0.0376544100308282,n/a,1964
Exp3_concat_prefix,ocular_toxoplasmosis,k=5,lbp + glcm + gabor + hog + drlbp,knn,0.6406948654010447,0.0777451396953451,n/a,1964
Exp3_concat_prefix,ocular_toxoplasmosis,k=5,lbp + glcm + gabor + hog + drlbp,rf,0.7271576967732877,0.0778999058321012,n/a,1964
Exp3_concat_prefix,ocular_toxoplasmosis,k=6,lbp + glcm + gabor + hog + drlbp + resnet50,svm,0.7627445547758614,0.0539343267137492,n/a,4012
Exp3_concat_prefix,ocular_toxoplasmosis,k=6,lbp + glcm + gabor + hog + drlbp + resnet50,knn,0.7340759324582921,0.0427159637011766,n/a,4012
Exp3_concat_prefix,ocular_toxoplasmosis,k=6,lbp + glcm + gabor + hog + drlbp + resnet50,rf,0.7590573823939639,0.0657388180979954,n/a,4012
Exp3_concat_prefix,ocular_toxoplasmosis,k=7,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.7929409652111947,0.0430242411985697,n/a,4780
Exp3_concat_prefix,ocular_toxoplasmosis,k=7,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.7313532876633312,0.067462757100595,n/a,4780
Exp3_concat_prefix,ocular_toxoplasmosis,k=7,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.7797671377430324,0.0523879481230704,n/a,4780
Exp3_concat_prefix,ocular_toxoplasmosis,k=8,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.8140726594803146,0.0381397740044908,n/a,6060
Exp3_concat_prefix,ocular_toxoplasmosis,k=8,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.7385109745932343,0.0510110506183477,n/a,6060
Exp3_concat_prefix,ocular_toxoplasmosis,k=8,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.7883396010205456,0.0588980435425995,n/a,6060
Exp3_concat_prefix,ocular_toxoplasmosis,k=9,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.8113550169450372,0.0554620261800254,n/a,6828
Exp3_concat_prefix,ocular_toxoplasmosis,k=9,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.7508071783698969,0.0449412293516433,n/a,6828
Exp3_concat_prefix,ocular_toxoplasmosis,k=9,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.7647564349779711,0.0563308513507695,n/a,6828
Exp3_concat_prefix,ocular_toxoplasmosis,k=10,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.8165533663271697,0.0407524869181944,n/a,7596
Exp3_concat_prefix,ocular_toxoplasmosis,k=10,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.7785811524469584,0.0583317076228599,n/a,7596
Exp3_concat_prefix,ocular_toxoplasmosis,k=10,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.771703940075317,0.0593502204137702,n/a,7596
Exp3_concat_prefix,ocular_toxoplasmosis,k=11,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.8340248928321022,0.0413901086206141,n/a,7980
Exp3_concat_prefix,ocular_toxoplasmosis,k=11,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.7850915192644957,0.0337630585472138,n/a,7980
Exp3_concat_prefix,ocular_toxoplasmosis,k=11,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.7884427105902291,0.0577682649574181,n/a,7980
Exp3_concat_prefix,ocular_toxoplasmosis,k=12,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,svm,0.847704972194661,0.0355785421074312,n/a,8748
Exp3_concat_prefix,ocular_toxoplasmosis,k=12,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,knn,0.765586227555114,0.0628926592271234,n/a,8748
Exp3_concat_prefix,ocular_toxoplasmosis,k=12,lbp + glcm + gabor + hog + drlbp + resnet50 + conv,rf,0.797354240409796,0.0516409155170868,n/a,8748
Exp3_GFS,DTD,step_1,?,svm,0.8419999489268051,0.0056994432132429,n/a,n/a
Exp3_GFS,DTD,step_2,?,svm,0.8601379691602802,0.0073550870833643,n/a,n/a
Exp3_GFS,DTD,step_3,?,svm,0.8675545870890792,0.005408275019121,n/a,n/a
Exp3_GFS,DTD,step_4,?,svm,0.8682765980317141,0.0058846122292832,n/a,n/a
Exp3_GFS,DTD,step_5,?,svm,0.8678440986714868,0.0074209053409639,n/a,n/a
Exp3_GFS,FMD,step_1,?,svm,0.9570619215520252,0.0162165702846957,n/a,n/a
Exp3_GFS,FMD,step_2,?,svm,0.9730245714569088,0.0116120402673501,n/a,n/a
Exp3_GFS,FMD,step_3,?,svm,0.9720478002606252,0.0102716018728798,n/a,n/a
Exp3_GFS,KTH-TIPS2-b,step_1,?,svm,0.9988788496279926,0.0010502154139078,n/a,n/a
Exp3_GFS,KTH-TIPS2-b,step_2,?,svm,0.9997202631678044,0.0005594736643911,n/a,n/a
Exp3_GFS,KTH-TIPS2-b,step_3,?,svm,0.9997202631678044,0.0005594736643911,n/a,n/a
Exp3_GFS,VisTex,step_1,?,svm,0.7304820131135921,0.0633311662995524,n/a,n/a
Exp3_GFS,VisTex,step_2,?,svm,0.9004556677890012,0.0834541287175206,n/a,n/a
Exp3_GFS,VisTex,step_3,?,svm,0.9172738791423,0.0504087886985962,n/a,n/a
Exp3_GFS,VisTex,step_4,?,svm,0.9181627680311892,0.0494354905283851,n/a,n/a
Exp3_GFS,VisTex,step_5,?,svm,0.9227923976608188,0.0454965122711957,n/a,n/a
Exp3_GFS,VisTex,step_6,?,svm,0.9178541260558803,0.0497483000887704,n/a,n/a
