dataset,clf,best_extractor,best_mean_f1,best_std_f1,comparison_extractor,comparison_mean_f1,comparison_std_f1,delta,t_stat,p_value,p_value_holm,cohens_d,rank,significant_05,significant_01,significant_001
Soil,resmlp,vit_b16,0.8579160375065064,0.04165760241928163,efficientnet_b0,0.837222514903865,0.05576471157434295,0.020693522602641345,0.8784981523097674,0.4292780264108832,1.0,0.39287631732706185,8,False,False,False
Soil,resmlp,vit_b16,0.8579160375065064,0.04165760241928163,gabor,0.35772832459427534,0.032481422981082246,0.500187712912231,19.055692349916793,4.468077575761904e-05,0.0005808500848490474,8.521964690402138,9,True,True,True
Soil,resmlp,vit_b16,0.8579160375065064,0.04165760241928163,glcm,0.19595959090885617,0.07560616527217154,0.6619564465976502,22.391018652968267,2.3556073154839136e-05,0.0003768971704774262,10.013567958549084,10,True,True,True
Soil,resmlp,vit_b16,0.8579160375065064,0.04165760241928163,hog,0.3129606270157631,0.054095925672486576,0.5449554104907433,14.851947527189504,0.00011967530136892009,0.0014361036164270411,6.641992853730173,11,True,True,False
Soil,resmlp,vit_b16,0.8579160375065064,0.04165760241928163,lbp,0.4776987164859138,0.01161773638271953,0.3802173210205926,21.003401882595252,3.0370913642370112e-05,0.00042519279099318156,9.393006873413961,12,True,True,True
Soil,resmlp,vit_b16,0.8579160375065064,0.04165760241928163,resnet101,0.8478261770491289,0.04185368972381898,0.010089860457377475,0.5300495285618818,0.6241354664410574,1.0,0.2370453554556478,13,False,False,False
Soil,resmlp,vit_b16,0.8579160375065064,0.04165760241928163,resnet50,0.835461319341132,0.012649987516223858,0.022454718165374365,1.5099354394224676,0.2055727734091761,1.0,0.6752636568166239,14,False,False,False
Soil,resmlp,vit_b16,0.8579160375065064,0.04165760241928163,swin_t,0.833222656893111,0.02105550320840581,0.02469338061339532,1.2447891719377127,0.28115839900329426,1.0,0.55668664120913,15,False,False,False
Soil,resmlp,vit_b16,0.8579160375065064,0.04165760241928163,vgg16,0.7944432045745307,0.023459543616843024,0.0634728329319757,3.3009272414491506,0.029907421826428193,0.317704469062633,1.4762195400978992,16,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,vit_b16,0.6798338359502132,0.03312529745567176,0.09579772649076035,4.702832560667594,0.009288877236437714,0.07431101789150171,2.1031706584442555,1,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,swin_t,0.682685843710725,0.03497316423389047,0.09294571873024848,5.311896850430188,0.00603846692315453,0.05761965372031951,2.3755524893450715,2,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,deit_s,0.6267230142789221,0.036493863947468105,0.14890854816205146,6.592468500173314,0.0027422846640634975,0.030165131304698473,2.9482415411243506,3,True,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,dinov2_small,0.7052760987623589,0.035748351388340746,0.07035546367861467,4.431994138515478,0.011404384352714436,0.07983069046900106,1.9820480338644073,4,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,dinov2,0.7005737861414024,0.04024459783007297,0.07505777629957111,4.1479618511102245,0.014283882708952504,0.08570329625371502,1.8550249333858184,5,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,dinov2_large,0.711561772402183,0.035476584702973206,0.06406979003879054,3.630887069413078,0.022142487689361678,0.09819665082315776,1.6237820611253746,6,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,vgg16,0.7370737536748709,0.03439893359006516,0.0385578087661026,1.7363866018096745,0.15750190671076308,0.15750190671076308,0.7765356953576193,7,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,resnet50,0.6843306798054399,0.034026286588696344,0.0913008826355336,5.381732176522949,0.005761965372031951,0.05761965372031951,2.406783796617197,8,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,resnet101,0.6976775274142005,0.019502034363389778,0.077954035026773,3.767945908551931,0.01963933016463155,0.09819665082315776,1.6850766373764396,9,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,efficientnet_b0,0.7027355125730276,0.03834430277511042,0.07289604986794596,3.2794679691584676,0.030516007488672798,0.09819665082315776,1.466622661784796,10,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,convnext_v2_t,0.7309280148088334,0.028838692253357116,0.04470354763214013,2.6172019006128098,0.058972275252126505,0.11794455050425301,1.170448272091733,11,False,False,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,lbp,0.4741802224552874,0.016143545621798646,0.30145133998568613,14.046434763059809,0.00014905724780998563,0.0017886869737198277,6.281756594212675,12,True,True,False
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,glcm,0.4119395382097422,0.01611985596195079,0.3636920242312313,26.618662341908397,1.1839439563525642e-05,0.00018943103301641027,11.90422769293454,13,True,True,True
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,gabor,0.42302237794840625,0.019187724298829752,0.3526091844925673,25.738681529787108,1.3534688566394797e-05,0.00020302032849592197,11.510688309988693,14,True,True,True
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,hog,0.34754338395913215,0.03442000162305036,0.4280881784818414,19.63387956796096,3.9687445348251096e-05,0.0005556242348755153,8.780537875020883,15,True,True,True
Soil,rf,densenet121,0.7756315624409735,0.03935135994120277,drlbp,0.37815518156008815,0.02465261749136075,0.3974763808808854,15.724049793208813,9.555936164104264e-05,0.0012422717013335545,7.032008843716876,16,True,True,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,vit_b16,0.8161647548003058,0.05266627697433759,0.015216317204988172,1.180003809980141,0.303381249612027,0.606762499224054,0.5277137465465666,1,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,swin_t,0.8148159964793651,0.032261584594234574,0.016565075525928896,2.1775008266957125,0.09500957837813177,0.28576069991705916,0.9738079738534733,2,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,deit_s,0.7691672903706805,0.054731940825179515,0.06221378163461344,4.906551972959652,0.008006229701613793,0.08006229701613793,2.194276749257306,3,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,dinov2_small,0.7879245663147308,0.018628767390614046,0.04345650569056314,2.8641340966958575,0.04573829866124163,0.22869149330620814,1.2808797073396248,4,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,dinov2,0.777962432152806,0.015363170114457507,0.05341863985248796,3.3921079053835603,0.027476509076327867,0.1648590544579672,1.516996772647333,5,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,dinov2_large,0.7877412930410168,0.028995877480679135,0.043639778964277176,2.4369872353358537,0.07144017497926479,0.28576069991705916,1.0898538236748316,6,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,vgg16,0.755323063722475,0.02055500164702534,0.07605800828281895,6.305734553987143,0.0032336149139266662,0.03556976405319333,2.820010222052357,7,True,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,resnet50,0.8040104715047688,0.038164528884014226,0.0273706005005252,3.668919995376867,0.021411480221378534,0.14988036154964973,1.6407909026358172,8,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,resnet101,0.7972527370418082,0.0402794881011975,0.034128334963485774,4.644433358400877,0.009701759334227312,0.08731583400804581,2.0770537411439913,9,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,densenet121,0.7580811902735572,0.02020503071209283,0.07329988173173674,4.574106266484782,0.010228948313244546,0.08731583400804581,2.045602509576461,10,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,convnext_v2_t,0.8256181568810772,0.01537056079365527,0.005762915124216783,0.4774932934597573,0.6579312306852947,0.6579312306852947,0.21354149258734195,11,False,False,False
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,lbp,0.18133340217951002,0.016508213328312822,0.650047669825784,31.162409148703098,6.3190463929826325e-06,8.214760310877422e-05,13.936253039533518,12,True,True,True
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,glcm,0.0802652971303214,0.018111222950229936,0.7511157748749726,49.75105103224436,9.767274140990317e-07,1.5627638625584508e-05,22.249346411372834,13,True,True,True
