dataset,extractors,clf,mean_f1,std_f1,single_dim,k,concat_dim
HVD_glaucoma,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,rf,0.703293396126157,0.0252808161162895,7596,10,7596
HVD_glaucoma,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,svm,0.776757054338011,0.0097808144702793,7980,11,7980
HVD_glaucoma,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,knn,0.7105097384064082,0.0146016967436141,7980,11,7980
HVD_glaucoma,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,rf,0.7035580168874523,0.0300738531185679,7980,11,7980
HVD_glaucoma,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,svm,0.772419286213976,0.0281513328902256,8748,12,8748
HVD_glaucoma,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,knn,0.720321500965723,0.0271978241245279,8748,12,8748
HVD_glaucoma,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,rf,0.7070246806130143,0.0181131801806382,8748,12,8748
KTH-TIPS2,lbp,svm,0.4877252216252635,0.0089103777853296,54,1,54
KTH-TIPS2,lbp,knn,0.8822630036704855,0.011302383040378,54,1,54
KTH-TIPS2,lbp,rf,0.922858397898494,0.0077201417965621,54,1,54
KTH-TIPS2,lbp + glcm,svm,0.514969088380689,0.0118655988879812,72,2,72
KTH-TIPS2,lbp + glcm,knn,0.9055791773587242,0.00758190544832,72,2,72
KTH-TIPS2,lbp + glcm,rf,0.9396791883448652,0.0059054629273658,72,2,72
KTH-TIPS2,lbp + glcm + gabor,svm,0.6268901116739845,0.0066742593317844,120,3,120
KTH-TIPS2,lbp + glcm + gabor,knn,0.9237502830978512,0.012569415670313,120,3,120
KTH-TIPS2,lbp + glcm + gabor,rf,0.9603436693873176,0.002922245591129,120,3,120
