dataset,extractors,clf,mean_f1,std_f1,single_dim,k,concat_dim
KTH-TIPS2,lbp + glcm + gabor + hog,svm,0.7633208669720302,0.0079659515434366,1884,4,1884
KTH-TIPS2,lbp + glcm + gabor + hog,knn,0.811379713226134,0.0055363013499436,1884,4,1884
KTH-TIPS2,lbp + glcm + gabor + hog,rf,0.921719405866694,0.0068917781633878,1884,4,1884
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp,svm,0.7855796098723752,0.0092231442883801,1964,5,1964
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp,knn,0.8239626885758484,0.0098443322809544,1964,5,1964
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp,rf,0.935586433741711,0.0061166291783706,1964,5,1964
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50,svm,0.9908988821751056,0.0019769913227251,4012,6,4012
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50,knn,0.996666560794996,0.0023418378000439,4012,6,4012
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50,rf,0.9900857229855864,0.0022342376565609,4012,6,4012
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t,svm,0.9995518496118344,0.0005490648774389,4780,7,4780
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t,knn,0.9988731151240934,0.0014339931913719,4780,7,4780
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t,rf,0.9982370159755618,0.0011245029048608,4780,7,4780
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0,svm,0.9997805517273288,0.0004388965453422,6060,8,6060
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0,knn,0.9993416551819866,0.0013166896360266,6060,8,6060
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0,rf,0.9984475589450724,0.0008886380366462,6060,8,6060
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16,svm,0.9997805517273288,0.0004388965453422,6828,9,6828
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16,knn,0.9997805517273288,0.0004388965453422,6828,9,6828
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16,rf,0.9982197562909658,0.0009030345436344,6828,9,6828
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,svm,0.9997805517273288,0.0004388965453422,7596,10,7596
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,knn,0.9997805517273288,0.0004388965453422,7596,10,7596
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,rf,0.9988798619703444,0.0007115316931988,7596,10,7596
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,svm,0.9997805517273288,0.0004388965453422,7980,11,7980
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,knn,0.9997805517273288,0.0004388965453422,7980,11,7980
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,rf,0.9993401703844498,0.0005387525295058,7980,11,7980
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,svm,0.9997805517273288,0.0004388965453422,8748,12,8748
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,knn,0.9997805517273288,0.0004388965453422,8748,12,8748
KTH-TIPS2,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,rf,0.999329487936418,0.0008991629506585,8748,12,8748
ocular_toxoplasmosis,lbp,svm,0.2088888888888889,0.002721655269759,54,1,54
ocular_toxoplasmosis,lbp,knn,0.6288264077642916,0.0491655376344627,54,1,54
ocular_toxoplasmosis,lbp,rf,0.7094403714352209,0.0639940284827521,54,1,54
ocular_toxoplasmosis,lbp + glcm,svm,0.2088888888888889,0.002721655269759,72,2,72
ocular_toxoplasmosis,lbp + glcm,knn,0.6497240807931632,0.0730308585169979,72,2,72
ocular_toxoplasmosis,lbp + glcm,rf,0.7310436765023846,0.0404124420704922,72,2,72
ocular_toxoplasmosis,lbp + glcm + gabor,svm,0.2088888888888889,0.002721655269759,120,3,120
ocular_toxoplasmosis,lbp + glcm + gabor,knn,0.6759820688259536,0.0203271320580887,120,3,120
ocular_toxoplasmosis,lbp + glcm + gabor,rf,0.7451412325059068,0.0273726443427179,120,3,120
ocular_toxoplasmosis,lbp + glcm + gabor + hog,svm,0.5709207861841985,0.0382770999716639,1884,4,1884
ocular_toxoplasmosis,lbp + glcm + gabor + hog,knn,0.6176569233493991,0.056865684639489,1884,4,1884
ocular_toxoplasmosis,lbp + glcm + gabor + hog,rf,0.7226670862032302,0.0635551781560243,1884,4,1884
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp,svm,0.5887397129662068,0.0376544100308282,1964,5,1964
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp,knn,0.6406948654010447,0.0777451396953451,1964,5,1964
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp,rf,0.7271576967732877,0.0778999058321012,1964,5,1964
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50,svm,0.7627445547758614,0.0539343267137492,4012,6,4012
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50,knn,0.7340759324582921,0.0427159637011766,4012,6,4012
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50,rf,0.7590573823939639,0.0657388180979954,4012,6,4012
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t,svm,0.7929409652111947,0.0430242411985697,4780,7,4780
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t,knn,0.7313532876633312,0.067462757100595,4780,7,4780
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t,rf,0.7797671377430324,0.0523879481230704,4780,7,4780
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0,svm,0.8140726594803146,0.0381397740044908,6060,8,6060
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0,knn,0.7385109745932343,0.0510110506183477,6060,8,6060
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0,rf,0.7883396010205456,0.0588980435425995,6060,8,6060
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16,svm,0.8113550169450372,0.0554620261800254,6828,9,6828
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16,knn,0.7508071783698969,0.0449412293516433,6828,9,6828
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16,rf,0.7647564349779711,0.0563308513507695,6828,9,6828
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,svm,0.8165533663271697,0.0407524869181944,7596,10,7596
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,knn,0.7785811524469584,0.0583317076228599,7596,10,7596
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,rf,0.771703940075317,0.0593502204137702,7596,10,7596
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,svm,0.8340248928321022,0.0413901086206141,7980,11,7980
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,knn,0.7850915192644957,0.0337630585472138,7980,11,7980
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,rf,0.7884427105902291,0.0577682649574181,7980,11,7980
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,svm,0.847704972194661,0.0355785421074312,8748,12,8748
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,knn,0.765586227555114,0.0628926592271234,8748,12,8748
ocular_toxoplasmosis,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,rf,0.797354240409796,0.0516409155170868,8748,12,8748
DTD,lbp,svm,0.1013831547305961,0.0098174527462078,54,1,54
DTD,lbp,knn,0.25458927462799,0.0140229139416499,54,1,54
DTD,lbp,rf,0.3255628803805238,0.0144867148069111,54,1,54
DTD,lbp + glcm,svm,0.1328014871240133,0.0092878156714804,72,2,72
DTD,lbp + glcm,knn,0.2585622586047081,0.0115469614407813,72,2,72
DTD,lbp + glcm,rf,0.335428440854293,0.010284967422416,72,2,72
DTD,lbp + glcm + gabor,svm,0.1586492559368647,0.0060498955954174,120,3,120
DTD,lbp + glcm + gabor,knn,0.2517523211128619,0.0147389001384705,120,3,120
DTD,lbp + glcm + gabor,rf,0.3529563936852141,0.0090914043299107,120,3,120
DTD,lbp + glcm + gabor + hog,svm,0.2476653318546077,0.0031470380399852,1884,4,1884
DTD,lbp + glcm + gabor + hog,knn,0.2285924428229321,0.0089868696349419,1884,4,1884
DTD,lbp + glcm + gabor + hog,rf,0.3273914864000317,0.0165178967299221,1884,4,1884
DTD,lbp + glcm + gabor + hog + drlbp,svm,0.2651047852429103,0.0041131215833407,1964,5,1964
DTD,lbp + glcm + gabor + hog + drlbp,knn,0.2450081104719414,0.0138994352815457,1964,5,1964
DTD,lbp + glcm + gabor + hog + drlbp,rf,0.3351763372849921,0.0143460415353289,1964,5,1964
DTD,lbp + glcm + gabor + hog + drlbp + resnet50,svm,0.7477409879142013,0.0104563607873693,4012,6,4012
DTD,lbp + glcm + gabor + hog + drlbp + resnet50,knn,0.6713105380873496,0.009321487315115,4012,6,4012
DTD,lbp + glcm + gabor + hog + drlbp + resnet50,rf,0.6625544190529533,0.008031981731774,4012,6,4012
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t,svm,0.7951726735542123,0.010304153249579,4780,7,4780
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t,knn,0.7384113739727005,0.0154040525007346,4780,7,4780
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t,rf,0.7095486717818538,0.0162958340909686,4780,7,4780
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0,svm,0.7985396815257307,0.005212785990322,6060,8,6060
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0,knn,0.7447208648090189,0.0076981141444595,6060,8,6060
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0,rf,0.7096967847970148,0.0102273919042155,6060,8,6060
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16,svm,0.8098934511081394,0.008040604274209,6828,9,6828
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16,knn,0.76035993284179,0.0113060048645441,6828,9,6828
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16,rf,0.7180537089107164,0.0108386708050933,6828,9,6828
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,svm,0.8106521519457015,0.0063445158824281,7596,10,7596
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,knn,0.7542715711836776,0.0079836458485982,7596,10,7596
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t,rf,0.7223859296913535,0.0083003544321013,7596,10,7596
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,svm,0.808701076077266,0.0082938603232398,7980,11,7980
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,knn,0.754938352494093,0.0074957416373184,7980,11,7980
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s,rf,0.7230600954042201,0.0090628338999546,7980,11,7980
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,svm,0.8442790376517305,0.0088863128429882,8748,12,8748
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,knn,0.7902881824533521,0.0063631407383056,8748,12,8748
DTD,lbp + glcm + gabor + hog + drlbp + resnet50 + convnext_v2_t + efficientnet_b0 + vit_b16 + swin_t + deit_s + dinov2,rf,0.7856227764325754,0.0109846773008659,8748,12,8748
